Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID Number|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Additional Ballot Question|Report Start Date|Report End Date|Field 1|Field 2A|Field 2B|Field 2C|Field 3|Field 4A|Field 4B|Field 5|Field 6|Field 7A|Field 7B|Field 7C|Field 7D|Field 8A|Field 8B|Field 8C|Field 8D|Field 9|Field 10|Field 11|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 23|Field 24|Field 25|Field 26|Field 27|Adjustment|Total Unitemized Bills|Total Unpaid Bills|Total All Bills
PRETTYMAN FOR SCHOOL BOARD|301 S. 13TH ST, SUITE 500|C|LINCOLN|NE|68508|99CAC00546|02/16/2007|nadc03|04/28/2005|04/28/2005|7030146|05/03/2005|G|10||03/22/2005|04/18/2005|0|0|625|250|0|0|875|0|875|0|0|0|0|0|0|0|0|875|875|0|0|0|1650|0|1650|1650|778.98|0|875|1653.98|1650|3.98|0|3.98|0|3.98|||||3613
MICHAEL G. FAHEY FOR MAYOR|PO BOX 6353|C|OMAHA|NE|68137|99CAC00442|04/01/2011|nadc01|05/02/2005|04/29/2005|7030247|05/10/2005||||03/22/2005|04/26/2005|361035.87|71952|59585|0|0|142.68|131679.68|0|131679.68|0|6841.93|7590.36|14432.29|0|0|0|0|146111.97|507147.84|0|0|540551.74|325265.9|14432.29|339698.19|880249.93|414572.26|0|131679.68|546251.94|325265.9|220986.04|150.25|221136.29|0|221136.29|||||3614
THE COMMITTEE TO ELECT CHUCK SIGERSON|P.O. BOX 34388|C|OMAHA|NE|68134|99CAC00547|02/16/2007|nadc03|05/02/2005|04/29/2005|7040005|05/10/2005|G|10||03/22/2005|04/25/2005|47990.8|0|4105|12480|0|0|16585|0|16585|0|792.01|0|792.01|0|0|0|0|17377.01|65367.81|0|0|46943.53|29571.85|792.01|30363.86|77307.39|60095.05|0|16585|76680.05|29571.85|47108.2|0|47108.2|0|47108.2|||||3615
CLIFF HERD FOR CITY COUNCIL DISTRICT 6|1703 SOUTH 108TH STREET|C|OMAHA|NE|68144|99CAC00406|02/16/2007|nadc03|05/16/2005|05/16/2005|7050026|04/05/2005|P|40||03/22/2005|05/10/2005|64471.54|4500|2050|14500|0|0|21050|0|21050|0|0|6561.79|6561.79|0|0|0|0|27611.79|92083.33|0|0|63153.2|26655.41|6561.79|33217.2|96370.4|6030.35|0|21050|27080.35|26655.41|424.94|0|424.94|0|424.94|||||3616
ANNE BOYLE FOR CITY COUNCIL|307 SOUTH 57TH ST.|C|OMAHA|NE|68132|99CAC00691|08/02/2007|nadc05|05/03/2005|05/01/2005|7030242|05/10/2005|G|10||03/22/2005|04/25/2005|29377.6|0|19240|9860|0|35.18|29135.18|0|29135.18|0|0|32262.33|32262.33|0|0|0|0|61397.51|90775.11|0|0|79878.24|35692.69|32262.33|67955.02|147833.26|39999.05|0|29135.18|69134.23|35692.69|33441.54|0|33441.54|0|33441.54||327.8|||3617
MIKE CAVANAUGH FOR CITY COUNCIL|1858 S 151ST|C|OMAHA|NE|68144|99CAC00695|11/10/2010|nadc01|05/03/2005|05/02/2005|7030245|05/10/2005|G|10||03/22/2005|04/25/2005|15332.47|0|4925|16040|0|3.56|20968.56|0|20968.56|0|0|0|0|0|0|0|0|20968.56|36301.03|0|0|15639.94|25202.27|0|25202.27|40842.21|9926.41|500|20968.56|31394.97|25202.27|6192.7|0|6192.7|0|6192.7|||||3618
MARC KRAFT ELECTION COMMITTEE|601 North 51st Street,|C|OMAHA|NE|68132|99CAC00224|08/16/2007|nadc04|05/03/2005|05/02/2005|7040001|05/10/2005|G|10||03/22/2005|04/25/2005|33270.65|0|8408|34607|0|0|43015|0|43015|0|0|615.32|615.32|0|0|0|0|43630.32|76900.97|0|0|26345.12|48278.98|615.32|48894.3|75239.42|29032.29|0|43015|72047.29|48278.98|23768.31|0|23768.31|0|23768.31|||||3619
FRANKLIN THOMPSON FOR CITY COUNCIL COMMITTEE|1025 BEVERLY DRIVE|C|OMAHA|NE|68114|99CAC00526|02/21/2007|nadc04|05/03/2005|05/02/2005|7040008|05/10/2005|G|10||03/22/2005|04/25/2005|32433.62|0|7315|13025|0|0|20340|0|20340|0|0|0|0|0|0|0|0|20340|52773.62|0|0|28046.98|27074.88|0|27074.88|55121.86|11394.18|0|20340|31734.18|27074.88|4659.3|0|4659.3|0|4659.3|||||3620
CITIZENS FOR EDUCATION|BOX 868|B|Norfolk|NE|68701|99BQC00102|02/16/2007|nadc03|05/03/2005|04/05/2005|7040011|03/15/2005|G|40||01/01/2005|04/28/2005|0|0|8341|0|0|0|8341|0|8341|0|0|0|0|0|0|0|0|8341|8341|0|0|0|8341|0|8341|8341|0|0|8341|8341|8341|0|0|0|0|0|||||3621
COMMITTEE FOR FUNDING OUR FUTURE|317 COLLEGE AVE |B|YORK|NE|68467|05BQC00106|02/16/2007|nadc03|05/03/2005|05/02/2005|7040013|05/10/2005|G|10||03/14/2005|04/27/2005|0|0|6750|0|0|0|6750|0|6750|0|0|0|0|0|0|0|0|6750|6750|0|0|0|1739.73|0|1739.73|1739.73|0|0|6750|6750|1739.73|5010.27|0|5010.27|0|5010.27||240|||3622
FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)|6054 COUNTRY CLUB OAKS PLACE|C|OMAHA|NE|68152|99CAC00709|06/29/2010|nadc01|05/04/2005|05/04/2005|7040007|05/10/2005|G|10||03/22/2005|04/25/2005|29899|0|3850|29400|25000|0|58250|0|58250|0|0|0|0|0|0|0|0|58250|88149|0|0|36398.18|51668.58|0|51668.58|88066.76|45657.37|0|58250|103907.37|51668.58|52238.79|0|52238.79|0|52238.79|||||3623
FRIEND FOR MAYOR|P.O. BOX 241278|C|OMAHA|NE|68124|99CAC00690|02/16/2007|nadc03|05/04/2005|05/02/2005|7030248|05/10/2005|G|10||03/22/2005|04/25/2005|50142.61|0|17354|32023.8|0|0|49377.8|0|49377.8|0|0|22121.6|22121.6|0|0|0|0|71499.4|121642.01|0|0|59322.83|44703.81|22121.6|22121.6|81444.43|24344.54|0|49377.8|73722.34|0|73722.34|0|73722.34|0|73722.34|||||3625
KOLLER FOR CITY COUNCIL|300 S 68TH PLACE, #100|C|LINCOLN|NE|68503|99CAC00716|02/16/2007|nadc03|05/05/2005|05/05/2005|7030250|05/03/2005|G|10||03/22/2005|04/18/2005|63611|0|15881|12664|0|0|28545|0|28545|0|0|0|0|0|0|0|0|28545|92156|0|0|51755|31096|0|31096|82851|11856|0|28545|40401|31096|9305|0|9305|0|9305|||||3626
LINCOLN LIAISON COMMITTEE( DISSOLVED 2005) |PO BOX 29529|B|LINCOLN|NE|68529|05BQC00104|02/16/2007|nadc03|05/06/2005|05/06/2005|7040014|05/03/2005|O|FS||04/19/2005|05/06/2005|17623|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17623|0|0|9523.34|8012.75|0|8012.75|17536.09|8099.66|0|0|8099.66|8012.75|86.91|-86.91|0|0|0|||||3627
NEW ERA IN HEALTH CARE COMMITTEE (DISSOLVED)|551 N LINDEN STREET PO BOX 277|B|WAHOO|NE|68066|05BQC00107|02/16/2007|nadc03|05/17/2005|05/16/2005|7050030|06/14/2005|P|30||05/03/2005|05/10/2005|0|0|5145|6100|0|0|11245|0|11245|0|0|0|0|0|0|0|0|11245|11245|0|0|0|5000|0|5000|5000|0|0|11245|11245|5000|6245|0|6245|0|6245|||||3628
VOTE FOR AMENDMENT 4|301 SOUTH 12TH ST SUITE 140A|B|LINCOLN|NE|68508|99BQC00095|02/16/2007|nadc03|05/17/2005|05/16/2005|7050031|11/02/2004|G|FS||01/01/2005|05/13/2005|139216.25|0|83|0|0|0|83|0|83|0|0|0|0|0|0|0|0|83|139299.25|0|0|138696.25|603|0|603|139299.25|520|0|83|603|603|0|0|0|0|0|||||3629
BETTGER FOR COUNCIL|673 N. 57TH STREET|C|OMAHA|NE|68132|99CAC00693|02/16/2007|nadc03|05/20/2005|05/19/2005|7050025|04/05/2005|P|40||03/22/2005|05/10/2005|16029.5|0|3210|4925|0|0|8135|0|8135|0|0|0|0|0|0|0|0|8135|24164.5|0|0|27377.24|18597.22|0|18597.22|45974.46|13304.79|0|8135|21439.79|18597.22|2842.57|0|2842.57|0|2842.57|||||3630
COMMITTEE FOR CITIZENS' PROTECTION |709 E 28TH STREET|B|SCOTTSBLUFF|NE|69361|05BQC00105|02/16/2007|nadc03|05/18/2005|05/18/2005|7050029|05/10/2005|O|FS||04/26/2005|06/14/2005|5791.62|0|0|150|0|0|150|0|150|0|0|0|0|0|0|0|0|150|5941.62|0|0|5280.62|661|0|661|5941.62|511|0|150|661|661|0|0|0|0|0|||||3631
MIKE JOHANNS FOR GOVERNOR|5555 SOUTH STREET|C|LINCOLN|NE|68506|99CAC00207|02/16/2007|nadc03|05/24/2005|05/24/2005|7050131|11/02/2002|O|FS||01/01/2005|05/13/2005|0|0|0|0|0|1060.48|1060.48|0|1060.48|0|1280|0|1280|0|0|0|0|2340.48|2340.48|0|0|0|293545.2|1280|294825.2|294825.2|287981.78|0|1060.48|289042.26|293545.2|-4502.94|4502.94|0|0|0|||||3632
NEW ERA IN HEALTH CARE COMMITTEE (DISSOLVED)|551 N LINDEN STREET PO BOX 277|B|WAHOO|NE|68066|05BQC00107|02/16/2007|nadc03|06/07/2005|06/06/2005|7060008|06/14/2005|P|10||05/11/2005|05/30/2005|11245|0|1500|6695|0|0|8195|0|8195|0|0|178.4|178.4|0|0|0|0|8373.4|19618.4|0|0|5000|4183.2|178.4|4361.6|9361.6|6245|0|8195|14440|4183.2|10256.8|0|10256.8|0|10256.8|||||3633
DANEK FOR DISTRICT #1|4261 KNOX STREET|C|LINCOLN|NE|68504|99CAC00557|02/16/2007|nadc03|06/09/2005|06/08/2005||05/03/2005|G|70||04/19/2005|06/07/2005|2950.47|0|0|500|0|0|500|0|500|0|0|0|0|0|0|0|0|500|3450.47|0|0|2590.87|350|0|350|2940.87|844.69|500|500|1844.69|350|1494.69|0|1494.69|0|1494.69|||||3634
BARBARA BAIER FOR SCHOOL BOARD|P.O. BOX 81485|C|Lincoln|NE|68501|99CAC00718|02/16/2007|nadc03|06/09/2005|06/09/2005||05/03/2005|G|70||04/19/2005|06/07/2005|16494.57|0|3214.35|0|0|0|3214.35|0|3214.35|7.67|19.68|10543.78|10571.13|0|0|0|0|13785.48|30280.05|0|0|13275.91|4694.98|10571.13|15266.11|28542.02|3218.66|0|3214.35|6433.01|4694.98|1738.03|0|1738.03|0|1738.03|||||3635
KOLLER FOR CITY COUNCIL|300 S 68TH PLACE, #100|C|LINCOLN|NE|68503|99CAC00716|02/16/2007|nadc03|06/10/2005|06/09/2005|7060001|05/03/2005|O|FS||04/19/2005|06/07/2005|92156|0|8045|4515|0|0|12560|542.67|12017.33|0|0|0|0|0|0|0|0|12017.33|104173.33|0|9457.33|82851|21322.33|0|21322.33|104173.33|9305|0|12017.33|21322.33|21322.33|0|0|0|0|0|||||3636
PATRICK J. THOMAS FOR SHERIFF|603 Jewell Road,|C|BELLEVUE|NE|68005|99CAC00101|02/16/2007|nadc03|06/10/2005|06/09/2005|7060004|11/05/2002|O|FS||01/01/2005|05/01/2005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1798.65|0|1798.65|1798.65|1798.65|0|0|1798.65|1798.65|0|0|0|0|0|||||3637
VOTE FOR THE DOGS |6891 A STREET SUIITE 210 PMB 114|B|LINCOLN|NE|68510|05BQC00109|02/16/2007|nadc03|06/10/2005|06/10/2005||11/07/2006|O||M|05/01/2005|05/31/2005|0|0|445|0|0|0|445|0|445|0|0|1328.74|1328.74|0|0|0|0|1773.74|1773.74|0|0|0|0|1328.74|1328.74|1328.74|0|0|445|445|0|445|0|445|0|445|||||3638
ROBIN ESCHLIMAN FOR CITY COUNCIL|7341 S. 35TH|C|LINCOLN|NE|68516|99CAC00712|02/16/2007|nadc03|06/13/2005|06/13/2005|7060097|05/03/2005|G|40||04/19/2005|06/07/2005|46826.65|0|7354|5395|0|11.55|12760.55|0|12760.55|0|0|0|0|0|0|0|0|12760.55|59587.2|0|0|32583.42|23937.43|0|23937.43|56520.85|21585.53|0|12760.55|34346.08|23937.43|10408.65|0|10408.65|0|10408.65|||||3639
MARVIN FOR CITY COUNCIL|2523 WOODS BLVD|C|LINCOLN|NE|68502|99CAC00715|02/16/2007|nadc03|06/13/2005|06/12/2005|7060098|05/03/2005|G|40||04/19/2005|06/07/2005|41739.31|11681.56|13150|0|0|0|24831.56|0|24831.56|0|948.02|2295|3243.02|0|0|0|0|28074.58|69813.89|0|0|37961.51|34808.69|3243.02|38051.71|76013.22|11818.42|0|24831.56|36649.98|34808.69|1841.29|0|1841.29|0|1841.29|||||3640
WERNER FOR CITY COUNCIL|PO BOX 67092|C|LINCOLN|NE|68506|99CAC00535|03/09/2007|nadc01|06/14/2005|06/13/2005|7060102|06/13/2005|G|70||04/19/2005|06/07/2005|55313.06|0|8865.48|9768|0|.11|18633.59|0|18633.59|0|61.22|1975.6|2036.82|0|0|0|0|20670.41|75983.47|0|0|50777.76|29386.31|2036.82|31423.13|82200.89|14348.97|0|18633.59|32982.56|29386.31|3596.25|0|3596.25|0|3596.25|||||3641
FAMILIES FOR BURCAW|1414 S. 48TH ST.|C|OMAHA|NE|68106|99CAC00675|02/16/2007|nadc03|06/14/2005|06/11/2005|7060095|11/02/2004|O|FS||01/01/2005|06/10/2005|11776.3|0|0|.74|0|0|.74|0|.74|0|0|0|0|0|0|0|0|.74|11777.04|0|0|8935.58|2841.46|0|2841.46|11777.04|2841.46|0|.74|2842.2|2841.46|.74|-.74|0|0|0|||||3642
PRETTYMAN FOR SCHOOL BOARD|301 S. 13TH ST, SUITE 500|C|LINCOLN|NE|68508|99CAC00546|02/16/2007|nadc03|06/14/2005|06/14/2005|7060100|06/14/2005|G|70||04/19/2005|06/07/2005|875|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|875|0|0|1650|0|0|0|1650|3.98|0|0|3.98|0|3.98|0|3.98|0|3.98|||||3643
COMMITTEE TO ELECT MARK GUSTAFSON|1020 COUNTY ROAD Q|C|MEAD |NE|68041|99CAC00660|02/16/2007|nadc03|05/03/2004|04/29/2004|6790143|05/11/2004|P|10| |04/07/2004|04/26/2004|12360.97|0|1450|1100|0|0|2550|0|2550|0|0|0|0|0|0|0|0|2550|14910.97|0|0|1163.5|7958.15|0|7958.15|9121.65|11197.47|0|2550|13747.47|7958.15|5789.32|0|5789.32|0|5789.32||0|0|0|3644
COMMITTEE TO ELECT MARK GUSTAFSON|1020 COUNTY ROAD Q|C|MEAD |NE|68041|99CAC00660|11/17/2010|nadc01|06/21/2004|06/18/2004|6820035|05/11/2004|P|40||04/27/2004|06/15/2004|14910.97|0|4415|7850|0|0|12265|0|12265|0|0|0|0|0|0|0|0|12265|27175.97|0|0|9121.65|9949.24|0|9949.24|19070.89|5789.32|0|12265|18054.32|9949.24|8105.08|0|8105.08|0|8105.08||0|0|0|3645
COMMITTEE TO ELECT MARK GUSTAFSON|1020 COUNTY ROAD Q|C|MEAD |NE|68041|99CAC00660|11/17/2010|nadc01|10/01/2004|09/30/2004|6840233|11/02/2004|G|30| |06/16/2004|09/28/2004|27175.97|0|9210|9574|0|0|18784|0|18784|0|0|0|0|0|0|0|0|18784|45959.97|0|0|19070.89|7102.51|0|7102.51|26173.4|8105.08|0|18784|26889.08|7102.51|19786.57|0|19786.57|0|19786.57||0|0|0|3646
COMMITTEE TO ELECT MARK GUSTAFSON|1020 COUNTY ROAD Q|C|MEAD |NE|68041|99CAC00660|02/16/2007|nadc03|10/25/2004|10/22/2004|6860178|11/02/2004|G|10| |09/29/2004|10/18/2004|45959.97|0|4900|3250|0|0|8150|0|8150|0|0|0|0|0|0|0|0|8150|54109.97|0|0|26173.4|19398.13|0|19398.13|45571.53|19786.57|0|8150|27936.57|19398.13|8538.44|0|8538.44|0|8538.44||0|0|0|3647
COMMITTEE TO ELECT MARK GUSTAFSON|1020 COUNTY ROAD Q|C|MEAD |NE|68041|99CAC00660|02/16/2007|nadc03|01/10/2005|01/07/2005|6900010|11/02/2004|G|70| |10/19/2004|12/31/2004|54109.97|0|4065|10100|1720|0|15885|0|15885|0|0|1908.68|1908.68|0|0|0|0|17793.68|71903.65|0|0|45571.53|24406.76|1908.68|26315.44|71886.97|8538.44|0|15885|24423.44|24406.76|16.68|0|16.68|0|16.68||0|0|0|3648
DONLAN FOR COUNTY COMMISSIONER|9270 PIONEER COURT|C|LINCOLN|NE|68520|99CAC00661|02/16/2007|nadc03|04/13/2004|04/12/2004|6780058|05/11/2004|P|30| |01/01/2004|04/06/2004|0|100|3670|250|0|0|4020|0|4020|0|0|0|0|0|0|0|0|4020|4020|0|0|0|616.75|0|616.75|616.75|0|0|4020|4020|616.75|3403.25|0|3403.25|0|3403.25||0|487.92|487.92|3649
DONLAN FOR COUNTY COMMISSIONER|9270 PIONEER COURT|C|LINCOLN|NE|68520|99CAC00661|02/16/2007|nadc03|05/03/2004|04/30/2004|6790131|05/11/2004|P|10| |04/07/2004|04/26/2004|4020|0|525|0|0|0|525|0|525|0|0|0|0|0|0|0|0|525|4545|0|0|616.75|3137.11|0|3137.11|3753.86|3403.25|0|525|3928.25|3137.11|791.14|0|791.14|0|791.14||0|0|0|3650
DONLAN FOR COUNTY COMMISSIONER|9270 PIONEER COURT|C|LINCOLN|NE|68520|99CAC00661|02/16/2007|nadc03|06/18/2004|06/17/2004|6810147|05/11/2004|P|40||04/27/2004|06/15/2004|4545|0|155|500|0|0|655|0|655|0|0|0|0|0|0|0|0|655|5200|0|0|3753.86|984.04|0|984.04|4737.9|791.14|0|655|1446.14|984.04|462.1|0|462.1|0|462.1||0|134.56|134.56|3651
DONLAN FOR COUNTY COMMISSIONER|9270 PIONEER COURT|C|LINCOLN|NE|68520|99CAC00661|02/16/2007|nadc03|10/04/2004|10/01/2004|6850063|11/02/2004|G|30| |06/16/2004|09/28/2004|5200|75|4212|3250|0|0|7537|0|7537|0|220.79|0|220.79|0|0|0|0|7757.79|12957.79|0|0|4737.9|1666.87|220.79|1887.66|6625.56|462.1|0|7537|7999.1|1666.87|6332.23|0|6332.23|0|6332.23||0|0|0|3652
DONLAN FOR COUNTY COMMISSIONER|9270 PIONEER COURT|C|LINCOLN|NE|68520|99CAC00661|02/16/2007|nadc03|10/26/2004|10/25/2004|6860166|11/02/2004|G|10| |09/29/2004|10/18/2004|12957.79|0|1873|350|0|0|2223|0|2223|0|0|0|0|0|0|0|0|2223|15180.79|0|0|6625.56|5422.24|0|5422.24|12047.8|6332.23|0|2223|8555.23|5422.24|3132.99|0|3132.99|0|3132.99||0|0|0|3653
DONLAN FOR COUNTY COMMISSIONER|9270 PIONEER COURT|C|LINCOLN|NE|68520|99CAC00661|02/16/2007|nadc03|01/12/2005|01/11/2005|6890246|11/02/2004|G|70| |10/19/2004|12/31/2004|15180.79|0|2085|950|0|0|3035|0|3035|0|0|0|0|0|0|0|0|3035|18215.79|0|0|12047.8|6167.99|0|6167.99|18215.79|3132.99|0|3035|6167.99|6167.99|0|0|0|0|0||0|0|0|3654
HOWARD FOR LEGISLATURE|5512 HOWARD ST.|C|OMAHA|NE|68106|99CAC00662|03/11/2008|nadc05|04/13/2004|04/12/2004|6780073|05/11/2004|P|30||01/01/2004|04/06/2004|0|0|5630|5200|0|0|10830|0|10830|0|100|0|100|0|0|2500|2500|13430|13430|0|0|0|1882.37|100|1982.37|1982.37|0|0|10830|10830|1882.37|8947.63|0|8947.63|0|8947.63||0|2920.84|2920.84|3655
HOWARD FOR LEGISLATURE|5512 HOWARD ST.|C|OMAHA|NE|68106|99CAC00662|11/17/2010|nadc01|05/05/2004|05/03/2004|6790150|05/11/2004|P|10||04/07/2004|04/26/2004|13430|0|1940|2050|0|0|3990|0|3990|0|0|0|0|0|0|2500|2500|6490|19920|0|0|1982.37|5164.08|0|5164.08|7146.45|8947.63|2500|3990|15437.63|5164.08|10273.55|0|10273.55|0|10273.55||0|7085.59|7085.59|3656
HOWARD FOR LEGISLATURE|5512 HOWARD ST.|C|OMAHA|NE|68106|99CAC00662|11/17/2010|nadc01|06/23/2004|06/21/2004|6820039|05/11/2004|P|40||04/27/2004|06/15/2004|19920|0|3225|6100|0|0|9325|0|9325|0|0|0|0|0|0|0|0|9325|29245|0|0|7146.45|7153.42|0|7153.42|14299.87|10273.55|2500|9325|22098.55|7153.42|14945.13|0|14945.13|0|14945.13||0|5591.95|5591.95|3657
HOWARD FOR LEGISLATURE|5512 HOWARD ST.|C|OMAHA|NE|68106|99CAC00662|11/17/2010|nadc01|10/05/2004|10/04/2004|6850076|11/02/2004|G|30||06/16/2004|09/28/2004|29245|0|10455|11910|0|0|22365|0|22365|259.48|218.75|0|478.23|0|0|0|0|22843.23|52088.23|0|0|14299.87|12689.72|478.23|13167.95|27467.82|14945.13|0|22365|37310.13|12689.72|24620.41|0|24620.41|0|24620.41||0|3686.95|3686.95|3658
HOWARD FOR LEGISLATURE|5512 HOWARD ST.|C|OMAHA|NE|68106|99CAC00662|03/11/2008|nadc05|10/26/2004|10/25/2004|6860182|11/02/2004|G|10||09/29/2004|10/18/2004|52088.23|0|3528|4395|0|0|7923|0|7923|0|0|239|239|0|0|0|0|8162|60250.23|0|0|27467.82|1780.27|239|2019.27|29487.09|24620.41|0|7923|32543.41|1780.27|30763.14|0|30763.14|0|30763.14||0|3686.95|3686.95|3659
HOWARD FOR LEGISLATURE|5512 HOWARD ST.|C|OMAHA|NE|68106|99CAC00662|03/11/2008|nadc05|01/14/2005|01/11/2005|6900017|11/02/2004|G|70||10/19/2004|12/31/2004|60250.23|0|1270|1850|0|0|3120|0|3120|0|0|69.31|69.31|0|0|0|0|3189.31|63439.54|0|0|29487.09|29643.82|69.31|29713.13|59200.22|30763.14|0|3120|33883.14|29643.82|4239.32|0|4239.32|0|4239.32||0|12686.95|12686.95|3660
FRIENDS FOR ABBIE CORNETT|P.O. BOX 73; 504 RIDGEWOOD DRIVE|C|BELLEVUE|NE|68005|99CAC00663|02/16/2007|nadc03|04/13/2004|04/13/2004|6780057|05/11/2004|P|30| |01/16/2004|04/06/2004|0|0|3200|6900|0|0|10100|0|10100|0|0|894.53|894.53|0|0|0|0|10994.53|10994.53|0|0|0|4429.74|894.53|5324.27|5324.27|0|0|10100|10100|4429.74|5670.26|0|5670.26|0|5670.26||0|0|0|3661
FRIENDS FOR ABBIE CORNETT|P.O. BOX 73; 504 RIDGEWOOD DRIVE|C|BELLEVUE|NE|68005|99CAC00663|02/16/2007|nadc03|05/04/2004|05/03/2004|6790130|05/11/2004|P|10| |04/07/2004|04/26/2004|10994.53|0|1045|4100|0|0|5145|0|5145|0|0|0|0|0|0|0|0|5145|16139.53|0|0|5324.27|7433.99|0|7433.99|12758.26|5670.26|0|5145|10815.26|7433.99|3381.27|0|3381.27|0|3381.27||0|0|0|3662
FRIENDS FOR ABBIE CORNETT|P.O. BOX 73; 504 RIDGEWOOD DRIVE|C|BELLEVUE|NE|68005|99CAC00663|11/17/2010|nadc01|06/22/2004|06/21/2004|6820026|05/11/2004|P|40||04/27/2004|06/15/2004|16139.53|0|915|12450|0|0|13365|0|13365|0|324.99|159.47|484.46|0|0|0|0|13849.46|29988.99|0|0|12758.26|15854.08|484.46|16338.54|29096.8|3381.27|0|13365|16746.27|15854.08|892.19|0|892.19|0|892.19||0|0|0|3663
FRIENDS FOR ABBIE CORNETT|P.O. BOX 73; 504 RIDGEWOOD DRIVE|C|BELLEVUE|NE|68005|99CAC00663|11/17/2010|nadc01|10/05/2004|10/04/2004|6850062|11/02/2004|G|30| |06/16/2004|09/28/2004|29988.99|0|10710|11100|0|0|21810|0|21810|0|1624.99|756|2380.99|0|0|0|0|24190.99|54179.98|0|0|29097.1|13583.59|2380.99|15964.58|45061.68|892.19|0|21810|22702.19|13583.59|9118.6|0|9118.6|0|9118.6||0|0|0|3664
FRIENDS FOR ABBIE CORNETT|P.O. BOX 73; 504 RIDGEWOOD DRIVE|C|BELLEVUE|NE|68005|99CAC00663|02/16/2007|nadc03|10/25/2004|10/23/2004|6860164|11/02/2004|G|10| |09/29/2004|10/18/2004|54179.98|0|5790|0|0|0|5790|0|5790|0|433.34|0|433.34|0|0|0|0|6223.34|60403.32|0|0|45061.38|5724|433.34|6157.34|51218.72|9118.6|0|5790|14908.6|5724|9184.6|0|9184.6|0|9184.6||0|0|0|3665
FRIENDS FOR ABBIE CORNETT|P.O. BOX 73; 504 RIDGEWOOD DRIVE|C|BELLEVUE|NE|68005|99CAC00663|02/16/2007|nadc03|01/12/2005|01/11/2005|6890244|11/02/2004|G|70||10/19/2004|12/31/2004|60403.32|0|2510|0|0|0|2510|0|2510|0|0|0|0|0|0|0|0|2510|62913.32|0|0|51218.72|9532|0|9532|60750.72|9184.6|0|2510|12084.6|9532|2552.6|390|2942.6|0|2942.6||0|0|0|3666
COMMITTEE TO ELECT RICK GALUSHA|12005 NORTH 34TH STREET|C|OMAHA|NE|68112|99CAC00664|02/16/2007|nadc03|04/13/2004|04/02/2004|6780069|05/11/2004|P|30| |01/01/2004|04/06/2004|0|16|8924|625|0|2.88|9567.88|0|9567.88|1046.72|1279.95|0|2326.67|0|0|0|0|11894.55|11894.55|0|0|0|1483.78|2326.67|3810.45|3810.45|0|0|9567.88|9567.88|1483.78|8084.1|0|8084.1|0|8084.1||0|0|0|3667
COMMITTEE TO ELECT RICK GALUSHA|12005 NORTH 34TH STREET|C|OMAHA|NE|68112|99CAC00664|02/16/2007|nadc03|05/04/2004|05/03/2004|6790139|05/11/2004|P|10| |04/07/2004|04/26/2004|11894.55|0|3932|570|0|0|4502|0|4502|740.28|303.31|375|1418.59|0|0|0|0|5920.59|17815.14|0|0|3810.45|1696.27|1418.59|3114.86|6925.31|8084.1|0|4502|12586.1|1696.27|10889.83|0|10889.83|0|10889.83||0|13114.5|13114.5|3668
COMMITTEE TO ELECT RICK GALUSHA|12005 NORTH 34TH STREET|C|OMAHA|NE|68112|99CAC00664|02/16/2007|nadc03|06/22/2004|06/21/2004|6820032|05/11/2004|P|40||04/27/2004|06/15/2004|17815.14|0|3525|575|2330|8.76|6438.76|0|6438.76|353.44|671.26|375|1399.7|0|0|0|0|7838.46|25653.6|0|0|6925.31|16203.44|1399.7|17603.14|24528.45|10889.83|0|6438.76|17328.59|16203.44|1125.15|0|1125.15|0|1125.15||0|181.9|181.9|3669
COMMITTEE TO ELECT RICK GALUSHA|12005 NORTH 34TH STREET|C|OMAHA|NE|68112|99CAC00664|02/16/2007|nadc03|10/05/2004|10/04/2004|6850069|11/02/2004|G|30| |06/16/2004|09/28/2004|25653.6|0|18424.2|8230|0|10.17|26664.37|2330|24334.37|1573.54|332.37|400|2305.91|0|0|0|0|26640.28|52293.88|0|0|24528.45|8860.81|2305.91|11166.72|35695.17|1125.15|0|24334.37|25459.52|8860.81|16598.71|0|16598.71|0|16598.71||233.53|1700|1933.53|3670
COMMITTEE TO ELECT RICK GALUSHA|12005 NORTH 34TH STREET|C|OMAHA|NE|68112|99CAC00664|02/16/2007|nadc03|10/26/2004|10/25/2004|6860174|11/02/2004|G|10| |09/29/2004|10/18/2004|52293.88|0|8660|5975|0|8.93|14643.93|0|14643.93|193.37|176.42|0|369.79|0|0|0|0|15013.72|67307.6|0|0|35695.17|20868.11|369.79|21237.9|56933.07|16598.71|0|14643.93|31242.64|20868.11|10374.53|0|10374.53|0|10374.53||422.09|19576.5|19998.59|3671
