Committee Name|Committee ID|Date Received|Transaction Date|Amount|Nature of Transaction|Description|Expense Category
NAPE/AFSCME PEOPLE PAC|99PAC00035|03/09/2007|02/02/2007|5|E|bank fee|
NE CONSTRUCTION INDUSTRY PAC|99PAC00049|03/14/2007|02/09/2007|500|C|Ashford for Legislature|
NE CONSTRUCTION INDUSTRY PAC|99PAC00049|03/14/2007|02/09/2007|500|C|Tony Ojeda for Legislature|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|03/23/2007|03/02/2007|100.61|P|federal income tax|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|03/23/2007|03/02/2007|16.04|P|state income tax|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|03/28/2007|01/01/2007|10|P|wire transfer fees|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|03/28/2007|02/15/2007|525|P|nadc late filing fees|
NAPE/AFSCME PEOPLE PAC|99PAC00035|03/28/2007|03/02/2007|5|A|bank service fee|
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|01/22/2008|12/31/2007|94.22|A|Reconcile to PAC Balance Sheet|
NE BANKERS STATE PAC|99PAC00041|01/24/2008|03/05/2007|500|C|Munger for Legislature|
NE BANKERS STATE PAC|99PAC00041|01/24/2008|03/13/2007|241|P|State Income Tax Liability|
NE BANKERS STATE PAC|99PAC00041|01/24/2008|01/02/2007|2500|C|Mines for Legislature|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|01/22/2007|12/20/2006|851|U|Pledge to Kopplin for Legislature|
HOME PAC|99PAC00010|04/18/2007|04/05/2007|142.85|P|reimbursed home builders for printing|
HOME PAC|99PAC00010|04/18/2007|04/13/2007|355.12|P|pioneer printing for printing cards|
HOME PAC|99PAC00010|04/18/2007|04/05/2007|1000|P|paid victory enterprises for meeting|
NAPE/AFSCME PEOPLE PAC|99PAC00035|04/23/2007|04/03/2007|5|A|bank service charge|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|04/23/2007|03/31/2007|30|P|wire transfer fee for march|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|06/07/2007|04/23/2007|5|A|Bank Service Charge|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|06/07/2007|05/22/2007|5|A|Bank Service Charge|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|06/11/2007|05/02/2007|15|P|Wire transfer fee (Great Western Bank)|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/08/2007|04/09/2007|2244.34|A|Late notification of deposit|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/21/2007|04/17/2007|2244.34|A|late notification of deposit|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|10/05/2006|09/29/2006|92.58|A|Postage & Mailing Supplies- Admin Exp.|
LOCAL UNION 1140 PAC FUND|05PAC00143|10/20/2006|03/08/2006|500|A|Disallowed lobbyist exp reimbursed 2007|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/24/2008|12/28/2007|19569.92|P|receipts for American Optometric PAC|
ABATE OF NE INC. PAC|07PAC00152|01/28/2007|11/12/2007|500|C|federal contribution returned|
NE INSURANCE FEDERATION PAC|99PAC00073|01/29/2008|01/18/2007|2000|R|Ameritas Financial Services PAC|
NE INSURANCE FEDERATION PAC|99PAC00073|01/29/2008|05/30/2007|69.87|P|order new checks|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/30/2008|05/17/2007|100|A|Kremer for legislature-not cashed|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/30/2008|05/17/2007|100|A|Aguilar - check not cashed|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/30/2008|09/17/2007|200|A|Nancy Thompson - check not cashed|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/30/2008|08/24/2007|100|A|Mike Foley - check not cashed|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/30/2008|10/06/2007|1000|A|Pete Pirsch - check not cashed|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/30/2008|10/31/2007|500|A|Annette Dubas - check not cashed|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/30/2008|10/06/2007|500|C|Tom Hansen for Legislature|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/30/2008|10/06/2007|500|C|Wightman for Legislature|
NE DENTAL PAC|99PAC00053|01/30/2008|12/31/2007|36|A|bank charges|
WELLS FARGO STATE PAC|99PAC00075|03/22/2005|03/17/2005|20|R|refund to Paul Hoyt, municipal finance |
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|03/23/2005|03/14/2005|43.82|P|Dinner for LEA Interview Team|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|03/23/2005|03/03/2005|54.64|P|Little King, for committee meeting|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|99PAC00007|04/26/2005|04/11/2005|437.96|C|Jim Frohman School Board returned funds|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|06/10/2005|04/22/2005|5|A|Bank service fee|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|06/10/2005|05/12/2005|93.71|P|Postage and supplies for mailing |
CITIZENS PROTECTING WHAT IS RIGHT|99PAC00136|01/04/2006|12/31/2005|18|A|bank service charge|
NE CONSTRUCTION INDUSTRY PAC|99PAC00049|01/18/2006|12/31/2005|250|C|Check returned from Steve Scheer|
NE CONSTRUCTION INDUSTRY PAC|99PAC00049|01/18/2006|12/31/2005|250|C|Check returned from Mark Gustafson|
NE CONSTRUCTION INDUSTRY PAC|99PAC00049|01/18/2006|12/31/2005|500|C|Check returned from Jerry Ryan|
NE BANKERS STATE PAC|99PAC00041|01/20/2006|02/24/2005|190|A|Federal Income tax liability|
NE BANKERS STATE PAC|99PAC00041|01/20/2006|09/21/2005|218.94|A|Bank Deposit slips|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|110|R|refund contribution ronald p. cheffer|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|300|R|refund contribution patrick j. corrigan|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|100|R|refund contribution rhonda r humpal|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|250|R|refund contribution kevin c parks|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|250|R|refund contribution thomas n perkins|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/09/2007|11/02/2006|2000|C|$2000 from Nelson 2006|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|110|R|refund contribution oliver j spooner|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|55|R|refund of contribution robert j stastny|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|60|R|refund contribution stephen b swanstrom|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|100|R|refund contribution gerald j tomka|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|220|R|refund contribution david yahnke|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/09/2007|10/31/2006|500|C|Nebraskans for Shoemaker|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|160|R|refund contribution tera l schaecher|
NEBRASKANS UNITED FOR OUR FUTURE|06IRC00470|01/09/2007|10/31/2006|11.59|P|check order|
NEBRASKANS UNITED FOR OUR FUTURE|06IRC00470|01/09/2007|10/31/2006|14.99|P|teleconference expense|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/09/2007|12/04/2006|10|A|bank service charge|
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|01/05/2007|12/31/2006|500|C|Ashford for Legislature|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/15/2008|04/13/2007|100|C|Pedersen voided check 10/18/99|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/15/2008|04/13/2007|100|C|Mossey voided check 10/25/04|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/15/2008|04/13/2007|100|C|Kruse voided check 11/08/05|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|01/15/2008|03/21/2007|511.5|R||
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/16/2008|09/11/2007|230|P|Dept. of Revenue|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/16/2008|12/31/2007|120|P|Great Western Bank - wire fees|
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|06IRC00475|02/04/2008|10/01/2007|2898.26|A|adj to bill goldenrod printing|
NE PETROLEUM PAC|99PAC00062|01/30/2008|08/09/2007|1500|A|Council of State Governments Reception|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|04/11/2002|04/09/2002|100|C|Never Cashed, Check Voided in 2007|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2008|06/13/2007|375|A|State of NE - Late Filing Fee|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2008|07/02/2007|250|A|State of NE - Late Filing Fee|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2008|06/20/2007|10054.21|A|Forward to International Union PAC|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2008|12/06/2007|7433.33|A|Forward to International Union PAC|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2008|06/06/2007|61.28|A|late deposit|
NE RIGHT TO LIFE PAC|99PAC00067|01/08/2008|12/31/2007|2976.03|P|Remaining Loan from NRL(C-4 ) in 2004|
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|99PAC00104|01/11/2005|12/31/2004|-500|C|Arganbright $500 chk voided on 12/31/07|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/26/2005|12/31/2004|100|C|Ray Mossey Check never cashed, Voided 07|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/26/2005|10/25/2004|100|P|Hudkins for Legislature Contribution|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/26/2006|12/31/2005|100|C|Kruse contrib never cashed, Voided 2007|
NE PETROLEUM PAC|99PAC00062|01/30/2008|03/27/2007|146.06|A|Rad&Assc -St. Patricks Day Party|
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|06PAC00150|01/31/2008|12/31/2007|522.46|P|sales tax collected 1-25-08|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|02/07/2000|12/31/1999|100|C|$100 check to Pedersen Voided in 2007|
LINCOLN CHAMBER OF COMMERCE PAC|99PAC00005|01/31/2008|06/18/2007|85.78|A|250 laser checks from quality resource g|
TRUCKERS PAC|99PAC00093|02/01/2008|05/09/2007|7839.86|P|expenditures for the pac fundraiser golf|
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|99PAC00104|01/31/2008|12/31/2007|500|A|Arganbright chk  #2577 voided 12/31/07|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/31/2008|03/21/2007|250|I|Chuck Sigerson for City Council - HALL|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/31/2008|03/21/2007|250|I|Garry Gernandt Omaha City Council - HALL|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/31/2008|05/10/2007|250|I|Jim Suttle Omaha City Council - HALL|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/31/2008|12/31/2007|250|I|Anne Boyle Omaha City Council - HALL|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/31/2008|12/31/2007|250|I|Lee Terry for US Congress - Public HALL|
NATIONAL FED. OF INDEPENDENT BUS./NE SAFE TRUST|05PAC00147|01/31/2008|11/07/2007|125|R|Refund of member dues|
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2008|12/16/2007|1500|I|Equipment,etc.Lavon Heidemann fundraiser|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|01/30/2008|12/31/2007|585.92|A|Paid lobbyist late fee, pending reimburs|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/10/2008|01/07/2008|1138.1|A|Money collected & forwarded  to a PAC|
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|04/11/2008|03/24/2008|40|H|P.O. BOX RENTAL|999
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/11/2008|01/24/2008|5|A|BANK SERVICE FEE|999
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/11/2008|03/10/2008|23|H|STATE INCOME TAX|999
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/11/2008|03/10/2008|147.39|H|FEDERAL INCOME TAX|999
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/11/2008|03/18/2008|57.68|H|DINNER FOR LEA-PAC INTERVIEW TEAM|999
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/11/2008|03/19/2008|54.54|H|DINNER FOR LEA-PAC INTERVIEW TEAM|999
NE CABLE COMMUNICATIONS PAC|99PAC00140|04/11/2008|02/01/2008|75.05|H|CHECKS|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|04/14/2008|03/13/2008|6.28|H|POSTAGE|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|04/14/2008|03/31/2008|181.53|H|REFESHMENTS FOR CANDIDATE INTERVIEWS|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|04/14/2008|02/04/2008|10.93|H|POSTAGE|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|04/14/2008|03/10/2008|78.92|H|POSTAGE|999
ABATE OF NE INC. PAC|07PAC00152|04/14/2008|03/01/2008|1000|C|Flood for Legislature - returned check|
ABATE OF NE INC. PAC|07PAC00152|04/14/2008|03/01/2008|100|C|Howard for Legislature - Returned check|
ABATE OF NE INC. PAC|07PAC00152|04/14/2008|03/07/2008|100|C|Tim Gay for Legislature - returned check|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|04/14/2008|04/03/2008|433.39|I|Colby Coash food & drink|
NE DENTAL HYGIENISTS PAC|99PAC00054|04/15/2008|03/19/2008|56.71|H|INFORMATION PRINTING EXPENSE|999
NE BANKERS STATE PAC|99PAC00041|04/14/2008|02/17/2008|500|C|Munger for Legislature- Returned Check|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|04/14/2008|01/30/2008|15|P|Great Western Bank - Wire Fee|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|04/14/2008|03/31/2008|30|P|Great Western Bank - Wire Fee|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|04/14/2008|04/08/2008|9774.74|P|American Optometric Assn. PAC|
NAPE/AFSCME PEOPLE PAC|99PAC00035|04/11/2008|12/03/2007|40|P|Bank Service Fee|
NAPE/AFSCME PEOPLE PAC|99PAC00035|04/11/2008|01/03/2008|5|P|Bank Service Fee|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|04/14/2008|03/12/2008|528|R||
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|04/14/2008|01/31/2008|627.8|C|Mark Munger for Legislature-returned|
NE TELECOMMUNICATIONS BUSINESS USERS CO (DISSOLVED|99PAC00114|04/11/2008|01/01/2008|92.76|A|Expenditure adjustment of bank surcharge|
MUTUAL OF OMAHA COMPANIES PAC (IMPAC)|99PAC00034|04/16/2008|02/27/2008|50|R|kevin fenster|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|06/18/2008|06/13/2008|180.07|H|COPIES & POSTAGE FOR MAILINGS, DINNER FOR LEA-PAC INTERVIEW TEAM|999
NE DENTAL PAC|99PAC00053|06/19/2008|04/30/2008|3|A|BANK SERVICE CHARGE|999
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/30/2008|09/11/2007|500|C|Returned check from Danielle Nantkes|
NE BANKERS STATE PAC|99PAC00041|05/02/2008|04/17/2008|250|C|howard for legislature|
NE RIGHT TO LIFE PAC|99PAC00067|06/19/2008|05/01/2008|501.48|G|CASH EXPENDITURE DIVIDED EQUALLY AMONG 18 CANDIDATES NOT LISTED ON WEBSITE UNDER SCHEDULE B SECTION 1.|999
NE DENTAL PAC|99PAC00053|06/19/2008|05/31/2008|3|A|BANK SERVICE CHARGE|999
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|05/05/2008|04/11/2008|250|H|CHARITABLE CONTRIBUTION TO ANNE BATCHELDER SERIES - EXCELLENCE IN PUBLIC SERVICE|999
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|05/05/2008|04/28/2008|4165.47|P|collected for American Opto PAC|
NE RESTAURANT ASSOCIATION PAC|99PAC00066|05/06/2008|04/18/2008|113.11|F|reimbursement for adminstrative expense|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/06/2008|04/09/2008|1138.1|A|money collected & forward international |
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/06/2008|04/14/2008|500|C|gwen howard|
NE PHARM PAC|99PAC00040|05/01/2008|04/14/2008|100|A|Sine Die Party|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|04/07/2000|03/08/2000|850.34|A|PAYMENT TO NAT'L ASSN FOR P             |025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|06/20/2000|04/30/2000|805.24|P|PAYMENT TO NAT'L ORG. FOR RECEIPTS COLLE|025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|06/20/2000|05/18/2000|785.2|P|PAYMENT TO NAT'L ORG. FOR RECEIPTS COLLE|025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|06/20/2000|06/09/2000|671.45|P|PAYMENT TO NAT'L ORG. FOR RECEIPTS COLLE|025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/11/2000|07/12/2000|662.7|P|PAYMENT TO NAT'L ORGANIZATION FOR RECEIP|025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/11/2000|08/19/2000|272.7|P|PAYMENT TO NAT'L ORGANIZATION FOR RECEIP|025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/11/2000|09/08/2000|272.7|P|PAYMENT TO NAT'L ORGANIZATION FOR RECEIP|025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/11/2000|09/06/2000|500|R|WICKERSHAM RET'D FUNDS                  |025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/11/2001|11/09/2000|437.7|P|PAYMENT TO NAT'L ORG FOR RECEIPTS COLLEC|025
NE NURSES ASSOCIATION PAC|99PAC00060|07/27/2010|06/15/2010|16.34|A|ADJUST TO CHECKING ACCOUNT BALANCE AS OF 6/25/2010.|999
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/04/2010|08/03/2010|15|P|great western bank (wire transfer fees)|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|99PAC00103|10/04/2010|08/11/2010|200|C|CANDIDATE RETURNED CONTRIBUTION BECAUSE HE WAS MAXED OUT ON PAC CONTRIBUTIONS|999
NE MEDICAL PAC|99PAC00058|10/04/2010|06/16/2010|500|A|contribution to john harms listed twice|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|10/05/2010|09/09/2010|69.52|P|POSTAGE|999
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/05/2010|08/31/2010|1.15|A|bank service charge|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/05/2010|07/31/2010|1.75|A|bank service charge|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/05/2010|06/30/2010|3.65|A|bank service charge|
NAPE/AFSCME PEOPLE PAC|99PAC00035|04/14/2010|02/15/2010|200|R|Contri. to Rogert must have been lost|
NE INSURANCE FEDERATION PAC|99PAC00073|10/20/2010|10/17/2010|500|C|KRIST FOR LEGISLATURE RETURNED THIS CONTRIBUTION.  MET PAC MAX.|999
AMERICAN COUNCIL OF ENGINEERING COMPANIES/NEB. PAC|06PAC00149|10/21/2010|09/30/2010|500|C|lathrop for legislature check returned|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|10/22/2010|10/12/2010|100|C|MARK CHRISTENSEN FOR LEGISLATURE RETURNED PAC CHECK WRITTEN 9/8/2010|999
ASSOCIATED BEVERAGE DISTRIBUTORS OF NE (PAC)|99PAC00042|10/22/2010|09/30/2010|-250|C|contribution to Steve lathrop returned|
ASSOCIATED BEVERAGE DISTRIBUTORS OF NE (PAC)|99PAC00042|10/22/2010|09/30/2010|-63.64|C|bob krist for legislature returned 63.6|
NEBRASKANS FOR FISCAL ACCOUNTABILITY|08IRC00491|10/25/2010|10/13/2010|17650.88|P|a/p to NE strategy group|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/25/2010|09/29/2010|15|P||
NE DENTAL PAC|99PAC00053|02/09/2011|12/14/2010|24.95|A|SOFTWARE FEE|999
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/08/2010|10/04/2010|-200|C|lost check kent rogert|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|01/18/2011|01/10/2011|55000|E|Strategic Media Delaware,OH -Advertising|
ASSOCIATED BEVERAGE DISTRIBUTORS OF NE (PAC)|99PAC00042|10/01/2010|06/23/2010|250|C|Lathrop for Legislature rejected 9/30/10|
NE PETROLEUM PAC|99PAC00062|06/16/2010|06/01/2010|100|I|Office Space provided to Gale for S.o.S.|
NE INSURANCE AND FINANCIAL ADVISORS PAC|99PAC00030|01/05/2011|11/22/2010|1000|R|Rogert of Legislature-return funds|
NE INSURANCE AND FINANCIAL ADVISORS PAC|99PAC00030|01/05/2011|12/09/2010|1000|R|Lautenbaugh for Legislature-return funds|
WELLS FARGO STATE PAC|99PAC00075|01/05/2011|10/27/2010|250|C|voided 10-8-10 contributionto burke haar|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/05/2011|12/21/2010|4947.4|P|receipts collected on behalf of AOAPAC|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/06/2011|11/18/2010|500|C|LAUTENBAUGH FOR LEGISLATURE CK. #1939|999
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|11/28/2010|120.05|E|robert corner paid temp for phone call|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|11/28/2010|120.05|E|elizabeth hoffman paid tempforphone call|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|11/28/2010|129.29|E|dianne jones paid temp for phone call|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|11/28/2010|36.94|E|chanda parker paid temp for phone call|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|12/03/2010|119.77|P|payroll taxes for temp employees|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|12/03/2010|422.28|P|reimbursement to american comm group|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|11/02/2010|.77|P|interest|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|12/02/2010|.74|P|interest|
POP-PAC (NEBRASKA BEVERAGE ASSOCIATION)|99PAC00080|01/07/2011|10/19/2010|500|C|returnofcontributionlautenbaugh for leg|
AMERICAN COUNCIL OF ENGINEERING COMPANIES/NEB. PAC|06PAC00149|01/07/2011|12/20/2010|500|C|returnofcontributionlautenbaugh for leg|
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|01/10/2011|12/13/2010|42.8|P|OFFICE SUPPLIES|999
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|01/10/2011|12/14/2010|250|P|FUNDRAISING EXPENSES|999
NE NURSES ASSOCIATION PAC|99PAC00060|01/10/2011|12/31/2010|-6.58|A|adjust to 12-31-2010checking account ban|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|01/10/2011|12/09/2010|197.02|A|cash received from post office 9/21/10|
NE BANKERS STATE PAC|99PAC00041|01/10/2011|10/27/2010|1500|C|return contributions lautenbaugh for leg|
NE BANKERS STATE PAC|99PAC00041|01/10/2011|10/25/2010|100|C|return contributions mark christensen|
NATIONAL FED. OF INDEPENDENT BUS./NE SAFE TRUST|05PAC00147|01/11/2011|11/24/2010|250|R|refund to dues memeber|
CENTURYLINK NEBRASKA PAC|99PAC00087|01/11/2011|12/04/2010|200|C|LAUTENBAUGH FOR LEGISLATURE CONTRIBUTION 6/1/2010|999
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/11/2011|10/29/2010|15|P|wire transfer fee|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/11/2011|12/01/2010|15|P|wire transfer fee|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/11/2011|12/29/2010|15|P|wire transfer fee|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|12/27/2010|12/17/2010|34000|I|Polish Enterprises- Payoff MSRC bill|
NE DENTAL PAC|99PAC00053|02/09/2011|08/01/2010|3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|02/09/2011|12/14/2010|44.02|A|NEW CHECKS|999
TRUCKERS PAC|99PAC00093|01/27/2011|11/10/2010|100|C|CANDIDATE FOUND LOST CHECK ISSUED IN 2009 AND RETURNED IT.|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|06/22/2010|06/01/2010|500|C|Pete Pirsch 10/14/2009 ck cancelled|
ASSOCIATED BEVERAGE DISTRIBUTORS OF NE (PAC)|99PAC00042|01/03/2011|12/10/2010|300|C|Lautenbaugh 06/23/10 uncashed cancelled|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|01/31/2010|-10|A| bank service charges|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|03/31/2010|-10|A|bank service charges|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|04/30/2010|-10|A|bank service charges|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|05/30/2010|-10|A|bank service charges|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|06/30/2010|-10|A|bank service charges|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|07/31/2010|-10|A|bank service charges|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/31/2011|12/31/2010|737.74|I|nha -office supplies march-dec 2010|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/31/2011|12/29/2010|2154.46|I|nha -meeting expenses march-dec 2010|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/31/2011|12/28/2010|2500|I|nha - software expenses march-dec 2010|
SURVEY NEBRASKA|10IRC00495|02/01/2011|11/02/2010|-65.98|A|purchase checks|
SURVEY NEBRASKA|10IRC00495|02/01/2011|12/31/2010|2.01|A|interest earned|
CITIZENS FOR A BETTER TOMORROW|08IRC00492|02/01/2011|12/31/2010|13.41|A|interest|
