ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
1938|McKennas Blues Booze & BBQ, Inc.|April|05/10/2002|05/23/2002|$325.00|REDUCED|$0.00|09/03/2002||
1939|Meister & Segrist, PC|April|05/10/2002|05/23/2002|$325.00|REDUCED|$0.00|06/24/2002||
1940|Rasmussen Legislative Consultants|April|05/10/2002|05/30/2002|$500.00|REDUCED|$0.00|06/24/2002||
1941|Wisner West, Inc.|April|05/10/2002|05/31/2002|$525.00|REDUCED|$0.00|07/08/2002||
1942|Aquila|March|04/10/2002|06/13/2002|$750.00|PAID|||07/08/2002|
1943|Avaya, Inc.|February|03/11/2002|06/12/2002|$750.00|REDUCED|$0.00|07/01/2002||
1944|Fraternal Order of Police Lodge #8|March|04/10/2002|06/12/2002|$750.00|PAID|||11/08/2002|
1945|Freeman Company, Inc.|January|02/11/2002|06/12/2002|$750.00|REDUCED|$0.00|07/01/2002||
1946|Info USA|April|05/10/2002|06/17/2002|$750.00|PAID|||08/23/2002|
1947|McCallie Associates, Inc.|January|02/11/2002|06/13/2002|$750.00|REDUCED|$0.00|07/01/2002||
1948|Novartis Pharmaceuticals|March|04/10/2002|06/18/2002|$750.00|REDUCED|$0.00|07/08/2002||
1949|Petom, Inc.|May|06/10/2002|06/14/2002|$100.00|REDUCED|$0.00|07/10/2002||
1950|Tenet Healthcare, Inc.|May|06/10/2002|06/13/2002|$75.00|PAID|||07/11/2002|
1951|Timmerman & Sons Feeding Co., Inc.|March|04/10/2002|06/12/2002|$750.00|REDUCED|$0.00|07/12/2002||
1952|Timmerman & Sons Feeding Co., Inc.|May|06/10/2002|06/12/2002|$50.00|REDUCED|$0.00|07/12/2002||
1953|WBE Company, Inc.|February|03/11/2002|06/17/2002|$750.00|PAID|||10/28/2002|
1954|First National Bank of Omaha|March|04/10/2002|07/05/2002|$750.00|REDUCED|$0.00|07/19/2002||
1955|HDR, Inc.|March|04/10/2002|07/10/2002|$750.00|PAID|||07/29/2002|
1956|Minatare Feedlot, Inc.|March|04/10/2002|06/27/2002|$750.00|REDUCED|$0.00|07/18/2002||
1957|B&R Leasing|April|05/10/2002|07/16/2002|$750.00|REDUCED|$0.00|08/19/2002||
1960|Husker Hawkeye Dist. Inc.|June|07/10/2002|08/02/2002|$575.00|REDUCED|$0.00|08/15/2002||
1961|Industrial Label Corporation|April|05/10/2002|07/17/2002|$750.00|REDUCED|$0.00|08/16/2002||
1962|NE Keno Operators Association|May|06/10/2002|07/30/2002|$36.86|PAID|||12/05/2003|$0.19
1963|P.C. Realty Company|May|06/10/2002|07/19/2002|$750.00|REDUCED|$0.00|08/19/2002||
1964|Paypal, Inc.|March|04/10/2002|07/18/2002|$750.00|RED/PAID|$25.00|11/12/2002|11/12/2002|
1965|Union Pacific Railroad|April|05/10/2002|07/24/2002|$750.00|PAID|||09/03/2002|
1966|Richard J. Dinsmore, PC, LLC|March|04/10/2002|06/05/2002|$750.00|REDUCED|$0.00|08/23/2002||
1967|Richard J. Dinsmore, PC, LLC|April|05/10/2002|06/05/2002|$750.00|RED/PAID|$25.00|08/23/2002|08/23/2002|
1968|Fraternal Order of Police Lodge #3|February|03/11/2002|07/15/2002|$750.00|REDUCED|$0.00|08/20/2002||
1969|Dave Janke Plumbing Co., Inc.|April|05/10/2002|08/07/2002|$750.00|PAID|||10/04/2002|
1970|Sand Livestock Systems|January|02/12/2001|08/05/2002|$750.00|PAID|||05/16/2003|
1971|Sand Livestock Systems|March|04/10/2002|08/05/2002|$750.00|PAID|$0.00||05/16/2003|
1972|Westside Foundation|June|07/10/2002|08/05/2002|$650.00|PAID|||09/05/2002|
1973|Meister and Segrist PC|May|06/10/2002|08/07/2002|$750.00|REDUCED|$25.00|10/16/2002|10/16/2002|
1974|Meister and Segrist PC|June|07/10/2002|08/07/2002|$700.00|RED/PAID|$25.00|10/16/2002|10/16/2002|
1975|Pearson Properties|April|05/10/2002|08/19/2002|$750.00|REDUCED|$0.00|09/05/2002||
1976|Thompson Realty Group, Inc.|February|03/11/2002|08/20/2002|$750.00|REDUCED|$0.00|09/05/2002||
1977|Werner Investment Co|July|08/12/2002|08/19/2002|$175.00|PAID|||09/18/2002|
1978|Richard J Dinsmore, PC, LLC|June|07/10/2002|07/26/2002|$400.00|REDUCED|$0.00|09/09/2002||
1979|Community Lottery Systems, Inc.|June|07/10/2002|08/07/2002|$700.00|REDUCED|$0.00|09/18/2002||
1981|Community Lottery Systems, Inc.|August|09/10/2002|09/11/2002|$25.00|PAID|||09/20/2002|
1982|NE Keno Operators|August|09/10/2002|09/13/2002|$75.00|PAID|||12/05/2003|$5.53
1983|Cody Keno, Inc.|July|08/12/2002|09/11/2002|$750.00|PAID|||10/25/2002|
1984|Dave Janke Plumbing Co., Inc.|April|05/10/2002|08/07/2002|$750.00|PAID|||10/01/2002|
1985|Hastings Keno, Inc.|July|08/12/2002|09/11/2002|$750.00|PAID|||10/25/2002|
1986|Tincher Chevrolet|August|09/10/2002|09/17/2002|$175.00|REDUCED|$0.00|10/10/2002||
1987|DK&B Construction Specialties|September|10/10/2002|10/15/2002|$125.00|REDUCED|$0.00|11/07/2002||
1988|J&D, Inc.|July|08/12/2002|10/07/2002|$750.00|REDUCED|$0.00|11/01/2002||
1989|J&D, Inc.|August|09/10/2002|10/07/2002|$750.00|REDUCED|$0.00|11/01/2002||
1990|Eli Lily & Company|September|10/10/2002|10/15/2002|$125.00|REDUCED|$0.00|11/04/2002||
1991|Linden Court|101002|10/15/2002|10/15/2002|$125.00|REDUCED|$0.00|11/06/2002||
1992|MSI Systems Integrators|September|10/10/2002|10/15/2002|$125.00|REDUCED|$0.00|11/12/2002||
1993|Raasch Appraisal & Consulting|May|06/10/2002|10/03/2002|$750.00|REDUCED|$0.00|11/04/2002||
1994|United Steelworkers of America|September|10/10/2002|10/18/2002|$200.00|PAID|||12/02/2002|
1996|Art Wears Lincoln, Inc.|September|10/10/2002|10/16/2002|$150.00|REDUCED|$0.00|11/07/2002||
1997|Concord Enterprises, Inc.|September|10/10/2002|10/25/2002|$375.00|REDUCED|$0.00|11/05/2002||
1998|N. P. Dodge Company|September|10/10/2002|10/22/2002|$300.00|RED/PAID|$25.00|11/18/2002|11/18/2002|
1999|Heritage Administration Co., Inc.|September|10/10/2002|10/25/2002|$375.00|REDUCED|$0.00|11/05/2002||
2000|McGregor Interests, Inc.|August|09/10/2002|09/23/2002|$325.00|REDUCED|$0.00|11/22/2002||
2001|Isle for Capri Casinos, Inc.|August|09/10/2002|10/28/2002|$750.00|REDUCED|$0.00|11/21/2002||
2002|NWW, Inc.|July|08/12/2002|10/31/2002|$750.00|REDUCED|$0.00|11/21/2002||
2003|Commercial Construction, Inc.|September|10/10/2002|10/29/2002|$475.00|REDUCED|$0.00|11/13/2002||
2004|Gothenburg State Bank|August|09/10/2002|10/28/2002|$750.00|REDUCED|$0.00|11/13/2002||
2005|Horizontal Boring & Tunneling Co.|September|10/10/2002|11/01/2002|$550.00|REDUCED|$0.00|11/13/2002||
2006|Rose Equipment, Inc.|September|10/10/2002|10/30/2002|$500.00|REDUCED|$0.00|11/13/2002||
2007|Union Pacific Railroad|May|06/10/2002|11/14/2002|$750.00|PAID|||11/14/2002|
2008|Waitt Media, Inc.|March|04/10/2002|10/31/2002|$750.00|REDUCED|$0.00|11/13/2002||
2009|Waitt Media, Inc.|April|05/10/2002|10/31/2002|$750.00|REDUCED|$0.00|11/13/2002||
2010|Waitt Media, Inc.|May|06/10/2002|10/31/2002|$750.00|REDUCED|$0.00|11/13/2002||
2011|L.J. Webb Contractor, Inc.|September|10/10/2002|10/29/2002|$475.00|REDUCED|$0.00|11/13/2002||
2012|Westside Education Association|August|09/10/2002|11/01/2002|$750.00|REDUCED|$0.00|11/13/2002||
2013|Crites, Shaffer, Connealy, Watson & Harford, PC|May|06/10/2002|11/14/2002|$750.00|REDUCED|$0.00|11/19/2002||
2014|Rail Car Nebraska|September|10/10/2002|11/15/2002|$650.00|REDUCED|$0.00|11/19/2002||
2015|Samson Law Office, PC, LLO|May|06/10/2002|11/14/2002|$750.00|REDUCED|$0.00|11/19/2002||
2016|Westside High School Alumni Association|August|09/10/2002|11/14/2002|$750.00|REDUCED|$0.00|11/21/2002||
2017|Food Services of America|October|11/12/2002|11/25/2002|$325.00|REDUCED|$0.00|12/18/2002||
2018|InfoUSA|October|11/12/2002|11/26/2002|$350.00|PAID|||01/03/2003|
2019|InfoUSA|October|11/12/2002|11/18/2002|$150.00|PAID|||12/19/2002|
2020|Monsanto Company|March|04/10/2002|11/20/2002|$750.00|REDUCED|$0.00|12/04/2002||
2021|Security National Corporation|September|10/10/2002|11/26/2002|$750.00|PAID|||12/12/2002|
2022|Associated Electrical Sales, Inc.|October|11/12/2002|12/03/2002|$525.00|REDUCED|$0.00|12/12/2002||
2023|Greenburg's Fruit Company|October|11/12/2002|11/18/2002|$150.00|REDUCED|$0.00|12/11/2002||
2024|Lincoln Plating|August|09/10/2002|12/17/2002|$750.00|REDUCED|$0.00|12/27/2002||
2025|Penny Candy Fabrications|June|07/10/2002|12/09/2002|$750.00|REDUCED|$0.00|12/27/2002||
2026|Williamson Auto Center|June|07/10/2002|12/17/2002|$750.00|REDUCED|$0.00|12/27/2002||
2027|3-D Equities, Inc.|July|08/12/2002|01/09/2003|$750.00|REDUCED|$0.00|01/21/2003||
2028|Advantage Food Equipment Systems, Inc.|October|11/12/2002|12/30/2002|$750.00|REDUCED|$0.00|01/08/2003||
2029|Bronco's Land Company|July|08/12/2002|12/31/2002|$750.00|RED/PAID|$25.00|01/14/2003|01/13/2003|
2030|Engineering, Automation & Design, Inc.|November|12/10/2002|01/03/2003|$600.00|REDUCED|$0.00|01/17/2003||
2031|Gratton Warehouse Company|June|07/10/2002|01/06/2003|$750.00|REDUCED|$0.00|01/22/2003||
2032|IBEW Local #1521|January|12/10/2002|01/10/2003|$750.00|REDUCED|$0.00|01/22/2003||
2033|Investment Property Resources, Ltd|July|08/12/2002|12/31/2002|$750.00|REDUCED|$0.00|01/08/2003||
2034|Keystone Design Center, Inc.|August|09/10/2002|01/06/2003|$750.00|REDUCED|$0.00|01/22/2003||
2035|Kreycik Review|April|05/10/2002|12/30/2002|$750.00|REDUCED|$0.00|01/17/2003||
2036|Lamp, Rynearson & Associates, Inc.|September|10/10/2002|12/27/2002|$750.00|RED/PAID|$25.00|01/27/2003|01/27/2003|
2037|N.P. Dodge Co.|July|08/12/2002|01/06/2003|$750.00|PAID|||01/29/2003|
2038|NE State Bank of Omaha|May|06/10/2002|12/10/2002|$750.00|RED/PAID|$25.00|01/14/2003|01/13/2003|
2039|Real Estate Services, Inc.|November|12/10/2002|12/27/2002|$425.00|REDUCED|$0.00|01/08/2003||
2040|Richdale Management, Inc.|May|06/10/2003|01/09/2003|$750.00|REDUCED|$0.00|01/21/2003||
2041|Rogers Construction, Inc.|September|10/10/2002|01/08/2003|$750.00|REDUCED|$0.00|03/25/2003||
2043|Modern Electronics|July|08/12/2002|01/29/2003|$750.00|REDUCED|$0.00|02/06/2003||
2044|Papillion Professional Fire Fighters Local 3767|January|11/11/2002|01/04/2003|$750.00|REDUCED|$0.00|01/30/2003||
2045|Columbus Sales Pavilion, Inc.|October|11/12/2002|02/03/2003|$750.00|REDUCED|$0.00|02/13/2003||
2046|NE State Bank of Omaha|October|11/12/2002|02/04/2003|$750.00|PAID|||03/13/2003|
2047|South Sarpy 46 Teachers' Association|February|03/11/2002|02/05/2003|$750.00|REDUCED|$0.00|02/13/2003||
2048|South Sarpy 46 Teachers Association|September|10/10/2002|02/05/2003|$750.00|REDUCED|$0.00|02/13/2003||
2049|InfoUSA|July|08/12/2002|02/13/2003|$750.00|PAID|||08/31/2004|$62.76
2050|ConAgra Foods|January|02/10/2003|02/12/2003|$50.00|REDUCED|$0.00|02/24/2003||
2051|Ho-Chunk|October|11/12/2002|02/12/2003|$750.00|REDUCED|$0.00|02/24/2003||
2052|NE State Bank|June|07/10/2002|02/19/2003|$750.00|PAID|||04/14/2003|
2053|Pepsi Bottling Group|November|12/10/2002|02/20/2003|$750.00|REDUCED|$0.00|03/07/2003||
2054|Silver Offices, LLC|January|02/10/2003|02/13/2003|$75.00|REDUCED|$0.00|02/24/2003||
2055|West Park, LLC|January|02/10/2003|02/13/2003|$75.00|REDUCED|$0.00|02/24/2003||
2056|Adams Construction|September|10/10/2002|02/28/2003|$750.00|REDUCED|$0.00|03/18/2003||
2057|Allender & Associates|October|11/12/2002|02/24/2003|$750.00|PAID|||12/31/2003|$29.10
2058|Baer Administrative Services|September|10/10/2002|02/28/2003|$750.00|PENDING||||
2059|Kelley & Lehan, PC|February|03/11/2002|03/11/2003|$750.00|REDUCED|$0.00|03/20/2003||
2060|Lincoln Independent Business Association|November|12/10/2002|03/05/2003|$750.00|REDUCED|$0.00|03/18/2003||
2061|MidAmerican Energy Holdings Co|October|11/12/2002|02/28/2003|$750.00|PAID|||03/21/2003|
2062|Mitchell & Associates|October|11/12/2002|03/06/2003|$750.00|REDUCED|$0.00|03/28/2003||
2063|Mitchell & Associates|July|08/12/2002|03/06/2003|$750.00|REDUCED|$0.00|03/28/2003||
2065|Schrock Innovations, Inc.|January|02/10/2003|02/13/2003|$75.00|PAID|||04/02/2003|
2066|Aspen Builders, Inc.|February|03/10/2003|03/12/2003|$50.00|REDUCED|$0.00|04/04/2003||
2067|Grand Island Area Economic Development Corp|November|12/10/2002|03/11/2003|$750.00|PAID|||04/17/2003|
2068|Hall County Livestock Improvement Association|April|05/10/2002|07/10/2002|$750.00|REDUCED|$0.00|03/25/2003||
2069|Horsemen's Benevolent & Protective Assn.|January|02/11/2002|02/28/2003|$750.00|PAID|||04/06/2004|$42.51
2071|Midland Medical Supply|February|03/10/2003|03/13/2003|$75.00|PAID|||03/31/2003|
2072|NE State Board of Agriculture|January|02/11/2002|10/18/2002|$750.00|REDUCED|$0.00|03/25/2003||
2073|Northern Natural Gas|July|08/12/2002|03/21/2003|$750.00|REDUCED|$0.00|04/04/2003||
2074|Omaha Exposition & Racing/Horsemen's Park|August|09/10/2002|09/23/2002|$325.00|REDUCED|$0.00|03/25/2003||
2075|Pine Valley Nursery & Landscape, Inc.|February|03/10/2003|03/12/2003|$50.00|REDUCED|$0.00|04/04/2003||
2076|Platte County Agricultural Society|January|02/11/2002|10/18/2002|$750.00|REDUCED|$0.00|03/25/2003||
2077|Prairie Home Builders|February|03/10/2003|03/17/2003|$175.00|REDUCED|$0.00|05/16/2003||
2078|Sampson Construction Company, Inc.|October|11/12/2002|03/17/2003|$750.00|REDUCED|$0.00|03/28/2003||
2079|Schrock Innovations Inc|January|02/10/2003|02/13/2003|$75.00|PAID|||04/02/2003|
2080|Tenet Healthcare Corporation|January|02/11/2002|03/13/2003|$750.00|REDUCED|$0.00|04/01/2003||
2081|All American Insurance|March|04/10/2003|04/15/2003|$125.00|REDUCED|$0.00|05/02/2003||
2082|American Title, Inc.|February|03/12/2001|04/21/2003|$750.00|PAID|||05/20/2003|
2083|American Title, Inc.|August|09/10/2002|04/08/2003|$750.00|PAID|||08/12/2004|$52.27
2084|American Title, Inc.|May|06/14/2000|04/08/2003|$750.00|PAID|||05/20/2003|
2085|Dobson Brothers Construction|March|04/10/2003|04/17/2003|$175.00|REDUCED|$0.00|05/02/2003||
2086|Farmers & Merchants Investment, Inc.|July|08/12/2002|03/25/2003|$750.00|PAID|||04/17/2003|
2087|General Excavating|March|04/10/2003|04/17/2003|$175.00|REDUCED|$0.00|05/02/2003||
2088|Grand Island Area Economic Development Corp|January|02/10/2003|03/27/2003|$750.00|PAID|||04/15/2003|
2089|Grand Island Area Economic Development Corp|February|03/10/2003|03/27/2003|$425.00|PAID|||04/15/2003|
2090|Huntel Sytems, Inc.|August|09/10/2002|03/28/2003|$750.00|PAID|||06/20/2003|
2091|Jacobs Facilities|February|03/10/2003|04/04/2003|$750.00|PAID|||10/13/2003|$13.68
2092|JEO Consulting Group|March|04/10/2003|04/18/2003|$200.00|REDUCED|$0.00|05/02/2003||
2093|Keep It In Nebraska|October|11/12/2002|05/05/2003|$750.00|PAID|||05/21/2003|
2094|NE Hospital Association|February|03/10/2003|03/28/2003|$450.00|REDUCED|$0.00|04/17/2003||
2095|NE State AFL-CIO|January|02/10/2003|03/27/2003|$750.00|RED/PAID|$25.00|04/14/2003|04/14/2003|
2097|Skoda Construction|March|04/10/2003|04/22/2003|$300.00|REDUCED|$0.00|05/14/2003||
2098|Spectracom|August|09/10/2002|03/27/2003|$750.00|REDUCED|$0.00|04/10/2003||
2099|United Steel Workers of America|March|04/10/2003|04/18/2003|$200.00|PAID|||05/08/2003|
2100|West Gate Bank|October|11/12/2002|04/17/2003|$750.00|REDUCED|$0.00|05/02/2003||
2101|Richard J. Dinsmore, PC, LLO|February|03/10/2003|04/11/2003|$750.00|PAID|||05/22/2003|
2102|American Title, Inc.|April|05/12/2003|05/27/2003|$375.00|PAID|||07/02/2003|
2103|Carpenter Motors, Inc.|January|02/10/2003|05/19/2003|$750.00|REDUCED|$0.00|06/02/2003||
2104|Hawkins Construction Co.|April|05/12/2003|05/16/2003|$100.00|REDUCED|$0.00|06/02/2003||
2105|HEP, Inc.|April|05/12/2003|05/20/2003|$200.00|REDUCED|$0.00|06/02/2003||
2474|Daedulus Construction|January|02/10/2005|03/08/2005|650.00|RED/PAID|0.00|04/22/2005||
2569|Pharmaceutical Research & Manufacturers of America|May|06/10/2005|06/22/2005|300.00|REDUCED|0.00|09/19/2005||
2476|Anis Eye Institute|May|06/10/2003|04/07/2005|750.00|RED/PAID|0.00|04/21/2005||
2497|Simmonds Restaurant & Management, Inc.|December|01/10/2005|04/05/2005|750.00|REDUCED|0.00|05/09/2005||
2498|Ag Processing, Inc.|January|02/10/2005|04/13/2005|750.00|PAID|||06/27/2005|
2503|Baas & Associates, PC|January|03/10/2005|04/05/2005|650.00|RED/PAID|25.00|05/17/2005|05/17/2005|
2504|Central Distributors, Inc.|January|08/10/2004|05/05/2005|750.00|REDUCED|0.00|06/10/2005||
2505|Cubby's Inc.|January|02/10/2005|04/11/2005|750.00|REDUCED|0.00|05/02/2005||
2506|Farmland Foods|March|04/11/2005|05/03/2005|550.00|PAID|||05/03/2005|
2534|NE State AFL-CIO|July|08/10/2004|05/11/2005|750.00|PAID|||05/31/2005|
2886|AMERITAS LIFE INSURANCE CORP|June|07/10/2006|08/25/2006|750.00|PAID|||09/28/2006|
2584|McCombs Realty, Inc.|April|05/10/2005|07/18/2005|750.00|REDUCED|0.00|08/09/2005||
2607|The ServiceMaster Co.|June|07/11/2005|07/12/2005|25.00|PAID|||10/13/2005|
1759|Americans for Sound Public Policy|December|01/10/2001|01/16/2001|$150.00|PAID|||02/25/2002|
1760|ANLYN Group|January|02/12/2001|04/03/2001|$750.00|REDUCED|$0.00|06/05/2001||
1761|Bronco's Land Co.|December|01/10/2001|04/04/2001|$750.00|REDUCED|$0.00|05/18/2001||
1762|McCollister & Co.|December|01/10/2001|04/04/2001|$750.00|REDUCED|$0.00|06/11/2001||
1763|Premier Senior Marketing, Inc.|April|05/10/2000|04/03/2001|$750.00|REDUCED|$0.00|06/11/2001||
1764|Utilicorp United|October|11/13/2000|04/30/2001|$750.00|PAID|||05/23/2001|
1765|Werner Enterprises|January|02/12/2001|04/30/2001|$750.00|PAID|||05/15/2001|
1766|Marriott International, Inc.|March|04/10/2001|05/07/2001|$675.00|REDUCED|$0.00|05/25/2001||
1767|MindVision, Inc.|October|11/13/2000|05/09/2001|$750.00|REDUCED|$0.00|05/25/2001||
1769|NE Health Care Association|April|05/10/2001|05/14/2001|$100.00|REDUCED|$0.00|07/10/2001||
1770|MindVision, Inc.|March|04/10/2001|05/09/2001|$725.00|PAID|||06/04/2001|
1771|Home Builders Association of Lincoln|April|05/10/2001|05/17/2001|$175.00|REDUCED|$0.00|06/05/2001||
1772|R.C. Krueger Development, Inc.|April|05/10/2001|05/18/2001|$200.00|PAID|||08/30/2001|
1773|Ash Grove Cement|April|05/10/2001|05/25/2001|$375.00|RED/PAID|$25.00|07/27/2001|07/27/2001|
1774|Brotherhood of Locomotive Engineers PAC Fund|March|04/10/2001|05/21/2001|$750.00|REDUCED|$0.00|06/11/2001||
1775|N P Dodge Co.|April|05/10/2001|05/24/2001|$350.00|REDUCED|$0.00|06/11/2001||
1776|T.O. Haas Tire Co., Inc.|August|09/10/1999|05/24/2001|$750.00|PAID|||03/12/2002|
1777|North Platte Home Builders|February|03/10/2001|05/16/2001|$750.00|REDUCED|$0.00|06/11/2001||
1778|Sampson Construction Co., Inc.|November|12/11/1999|05/21/2001|$750.00|REDUCED|$0.00|06/11/2001||
1779|Allied Oil & Supply, Inc|March|04/10/2001|06/04/2001|$750.00|REDUCED|$0.00|06/19/2001||
1780|Anderson Homes|March|04/10/2001|06/04/2001|$750.00|REDUCED|$0.00|06/19/2001||
1781|ASAP|May|06/10/1999|06/12/2001|$300.00|PAID|||11/27/2001|
1782|Associated Electrial Sales, Inc.|March|04/10/2001|05/29/2001|$750.00|REDUCED|$0.00|06/18/2001||
1783|Associated Electrical Sales, Inc.|April|05/10/2001|05/29/2001|$475.00|REDUCED|$0.00|06/18/2001||
1784|Bennington Company|March|04/10/2001|06/06/2001|$750.00|REDUCED|$0.00|07/10/2001||
1785|Curtis Corporation|March|04/10/2001|05/30/2001|$750.00|REDUCED|$0.00|06/18/2001||
1786|Drake-Williams Steel, Inc.|April|05/10/2001|05/29/2001|$475.00|REDUCED|$0.00|06/18/2001||
1787|H & R Construction Co., Inc.|April|05/10/2001|06/07/2001|$700.00|REDUCED|$0.00|06/19/2001||
1788|HGM Associates, Inc.|March|04/10/2001|06/06/2001|$750.00|RED/PAID|$25.00|07/02/2001|07/02/2001|
1789|Hi-way Barricades, Inc.|March|04/10/2001|06/08/2001|$750.00|REDUCED|$0.00|06/19/2001||
1790|Jet Linx Aviation|April|05/10/2001|06/04/2001|$625.00|REDUCED|$0.00|06/20/2001||
1791|Lamp, Rynearson & Associates, Inc.|March|04/10/2001|05/29/2001|$750.00|REDUCED|$0.00|06/18/2001||
1792|Lancaster County Medical Society|October|11/10/2000|06/08/2001|$750.00|PAID|||08/22/2001|
1793|Lincoln Family Wellness|October|11/13/2000|06/14/2001|$750.00|REDUCED|$0.00|06/26/2001||
1794|Marathon Realty Corporation|April|05/10/2001|06/01/2001|$550.00|REDUCED|$0.00|06/18/2001||
1795|Midland Medical Supply Co.|April|05/10/2001|05/29/2001|$475.00|REDUCED|$0.00|08/02/2001||
1796|Mutual of Omaha|April|05/10/2001|06/04/2001|$625.00|PAID|||07/02/2001|
1797|Mutual of Omaha|May|06/11/2001|06/13/2001|$50.00|PAID|||07/09/2001|
1798|Olsson Associates|December|01/10/2001|06/04/2001|$750.00|REDUCED|$0.00|06/19/2001||
1799|Orcom Solutions, Inc.|June|07/10/2000|05/29/2001|$750.00|RED/PAID|$25.00|07/23/2001|07/23/2001|
1800|Rehabilitation Technologies|February|03/12/2001|06/14/2001|$750.00|REDUCED|$0.00|06/26/2001||
1801|SD Acquisition, Inc.|March|04/10/2001|05/31/2001|$750.00|REDUCED|$0.00|06/18/2001||
1802|T.L.K. Air Care, Inc. dba Target Logistic Services|March|04/10/2001|05/30/2001|$750.00|REDUCED|$0.00|06/18/2001||
1803|T.L.K. Air Care, Inc. dba Target Logistic Services|April|05/10/2001|05/30/2001|$500.00|REDUCED|$0.00|06/18/2001||
1804|Ticket Express|March|04/10/2001|06/15/2001|$750.00|REDUCED|$0.00|06/26/2001||
1805|U Cross Ranch, Inc.|May|06/11/2001|06/15/2001|$100.00|PAID|||07/02/2001|
1806|West Corporation|April|05/10/2001|06/07/2001|$700.00|REDUCED|$0.00|06/20/2001||
1807|Carmichael Construction|May|06/11/2001|06/21/2001|$250.00|REDUCED|$0.00|07/16/2001||
1808|Willow Creek Farms, Inc.|March|04/10/2001|06/18/2001|$750.00|REDUCED|$0.00|07/10/2001||
1809|Willow Creek Farms, Inc.|April|05/10/2001|06/22/2001|$750.00|REDUCED|$0.00|07/10/2001||
1810|Willow Creek Farms, Inc.|March|06/11/2001|06/18/2001|$175.00|REDUCED|$0.00|07/10/2001||
1811|Cavanaugh Law Firm, PC|March|04/10/2001|06/26/2001|$750.00|REDUCED|$0.00|07/25/2001||
1812|DLR Group, Inc.|June|07/10/2001|07/12/2001|$50.00|PAID|||08/02/2001|
1813|DICON Corporation|February|03/12/2001|06/25/2001|$750.00|PAID|||09/07/2001|
1814|G&S, Inc.|June|07/10/2001|07/13/2001|$75.00|PAID|||08/09/2001|
1815|Lincoln Anesthetic & Reconstructive Surgery, PC|October|11/13/2001|06/27/2001|$750.00|REDUCED|$0.00|07/25/2001||
1816|MidAmerican Energy Holdings Company|March|04/10/2001|07/02/2001|$750.00|RED/PAID|$25.00|08/13/2001|08/09/2001|
1817|Nebco, Inc.|April|05/10/2001|07/12/2001|$750.00|PAID|||08/22/2001|
1818|Greater Omaha Packing|March|06/11/2001|07/18/2001|$750.00|REDUCED|$0.00|08/02/2001||
1819|HOME Real Estate and Commercial Investment Properties|March|04/10/2001|07/19/2001|$750.00|REDUCED|$0.00|08/02/2001||
1820|Steamfitters & Plumbers LU 464|May|06/11/2001|07/23/2001|$750.00|RED/PAID|$25.00|08/14/2001|08/14/2001|
1821|EDM Equipment|March|04/10/2001|07/16/2001|$750.00|REDUCED|$0.00|08/13/2001||
1822|EDM Equipment|March|06/11/2001|07/16/2001|$750.00|REDUCED|$0.00|08/13/2001||
1823|Lyman-Richey Corporation|May|06/11/2001|07/25/2001|$750.00|REDUCED|$0.00|08/13/2001||
