ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
2109|Mel Christensen for Sheriff|Statement of Organization|10/02/2006|10/27/2006|750.00|REDUCED|0.00|02/07/2007||Christensen|Mel|
2111|Gustafson for Gage County Sheriff|06 Post General Campaign Statement|01/16/2007|01/29/2007|325.00|REDUCED|0.00|03/07/2007||Gustafson|Millard|
2112|Home PAC|06 Post General Campaign Statement|01/16/2007|01/18/2007|50.00|REDUCED|0.00|01/25/2007||||
2113|Committee to Elect Joni Jones Sarpy County Commissioner|06 Post General Campaign Statement|01/16/2007|01/19/2007|75.00|REDUCED|0.00|01/25/2007||Jones|Joni|
2114|Local Union 1140 Pac Fund|06 2nd Primary Campaign Statement|05/01/2006|10/24/2006|750.00|REDUCED|0.00|01/25/2007||||
2116|Local Union 1140 PAC Fund|06 1st General Campaign Statement|10/10/2006|10/24/2006|350.00|REDUCED|0.00|01/25/2007||||
2117|Martinez for School Board|06 Post General Campaign Statement|01/16/2007|01/19/2007|75.00|PAID|||02/07/2007|Martinez|Mark|
2118|Southwest NE Economic Security Committee|06 1st General Campaign Statement|10/10/2006|10/19/2006|225.00|PAID|||02/20/2007|||
2119|Southwest NE Economic Security Committee|06 2nd General Campaign Statement|10/30/2006|11/06/2006|175.00|PAID|||02/20/2007|||
2121|Julie Haney for County Treasurer|Post General Campaign Statement|01/16/2007|01/19/2007|75.00|PAID|0.00||03/01/2007|Haney|Julie|
2122|Chuck Hassebrook for Regent|Post General Campaign Statement|01/16/2007|01/22/2007|150.00|REDUCED|0.00|02/16/2007||Hassebrook|Chuck|
2123|Local Union 1140 PAC Fund (LUPAC)|Post General Campaign Statement|01/16/2007|02/01/2007|400.00|RED/PAID|25.00|07/19/2007|07/19/2007|||
2124|Nebraskans for Nabity|Report of Late Contribution|04/30/2006|05/03/2006|300.00|REDUCED|0.00|02/01/2007||Nabity|David|
2125|Nebraskans for Nabity|Report of Late Contribution|04/30/2006|05/03/2006|300.00|REDUCED|0.00|02/01/2007||Nabity|David|
2126|Nebraskans for Nabity|Report of Late Contribution|04/30/2006|06/19/2006|3000.00|REDUCED|0.00|02/01/2007||Nabity|David|
2127|Nebraskans for Nabity|Report of Late Contribution|04/30/2006|06/19/2006|3000.00|REDUCED|0.00|02/01/2007||Nabity|David|
2128|Nebraskans for Nabity|Report of Late Contribution|04/27/2006|06/19/2006|3000.00|REDUCED|0.00|02/01/2007||Nabity|David|
2129|NE State Education Association PAC|Post General Campaign Statement|01/16/2007|01/22/2007|150.00|PAID|||02/15/2007|||
2130|Ritnour for Gage County Attorney|Post General Campaign Statement|01/16/2007|01/23/2007|175.00|REDUCED|0.00|02/12/2007||Ritnour|Randall|
2131|Dakota County Republican Party|06 Post General Campaign Statement|01/16/2007|01/24/2007|200.00|REDUCED|0.00|02/12/2007||||
2132|Ironworkers Lcoal Union #21 - Legislative Fund|06 Post General Campaign Statement|01/16/2007|02/06/2007|525.00|PAID|||02/20/2007|||
2133|Kowal for Douglas County Assessor|06 Post General Campaign Statement|01/16/2007|01/22/2007|150.00|REDUCED|0.00|03/07/2007||Kowal|Dena|
2134|NE Chamber of Commerce & Industry PAC|06 Post General Campaign Statement|01/16/2007|01/17/2007|25.00|PAID|||01/17/2007|||
2136|NE Democratic Party|Report of Late Contribution|11/03/2006|01/16/2007|6250.00|PAID|||08/24/2007|||
2137|NE State Home Builders Association PAC|06 Post General Campaign Statement|01/16/2007|01/22/2007|150.00|PAID|||02/16/2007|||
2138|Dick Pierce for Legislature|06 Post General Campaign Statement|01/16/2007|01/19/2007|75.00|PAID|||03/30/2007|Pierce|Dick|
2139|Professional Insurance Agents of NE PAC|06 Post General Campaign Statement|01/16/2007|01/22/2007|150.00|PAID|||02/23/2007|||
2140|State Troopers PAC|06 2nd General Campaign Statement|10/30/2006|11/01/2006|50.00|PAID|||02/26/2007|||
2141|James Murphy|Report of Earmarked Contribution|10/27/2006|02/07/2007|750.00|REDUCED|0.00|02/21/2007||||
2142|Brown for Legislature|Post General Campaign Statement|01/16/2007|01/18/2007|50.00|PAID|||02/21/2007|Brown|Carol|
2143|Committee to Elect Lloyd J. Dowding Sarpy Cty Register of Deeds|06 Post General Campaign Statement|01/16/2007|01/30/2007|350.00|REDUCED|0.00|02/21/2007||Dowding|LLoyd|
2144|Mark Doyle for MUD|06 Annual Campaign Statement|01/31/2007|02/02/2007|50.00|REDUCED|0.00|03/08/2007||Doyle|Mark|
2145|NE Cattlemen PAC|06 Post General Campaign Statement|01/16/2007|01/18/2007|50.00|REDUCED|0.00|02/14/2007||||
2146|NE Dental Hygienists PAC|06 1st General Campaign Statement|10/10/2006|10/30/2006|500.00|REDUCED|0.00|02/16/2007||||
2147|Nebraskans Against 423|06 Post General Campaign Statement|01/16/2007|01/22/2007|150.00|PAID|||02/26/2007|||
2148|Nebraskans for Responsible Government|Report of Late Independent Expenditure|11/06/2006|11/13/2006|700.00|REDUCED|0.00|06/08/2007||||
2149|Nebraskans for Responsible Government|Report of Independent Expenditure|11/06/2006|11/13/2006|760.06|REDUCED|0.00|06/08/2007||||
2150|Nebraskans for Responsible Government|Report of Late Independent Expenditure|11/06/2006|11/13/2006|792.18|REDUCED|0.00|06/08/2007||||
1895|Koller for City Council|05 2nd General Campaign Statement|04/25/2005|05/05/2005|250.00|REDUCED||06/01/2005||Koller|Mark|
1913|University of NE Medical Center|Report of Earmarked Contribution|05/20/2005|06/02/2005|325.00|RED/PAID|0.00|08/19/2005||||
1941|Anne Boyle for City Council|Report of Late Contribution|03/25/2005|05/03/2005|3000.00|REDUCED|0.00|08/05/2005||Boyle|Anne|
1960|Kovarik for Legislature|04 Annual Campaign Statement|01/31/2005|11/16/2005|750.00|REDUCED|0.00|12/22/2005||Kovarik|James|
1961|Nebraskans for Local Schools|September Monthly Campaign Statement|09/30/2005|10/05/2005|125.00|PAID|||01/23/2006|||
1963|Nebraskans for Local Schools|November Monthly Campaign Statement|11/30/2005|12/02/2005|50.00|REDUCED|0.00|12/08/2005||||
1978|Jon Carlson for City Council|05 Annual Campaign Statement|01/31/2006|02/06/2006|150.00|REDUCED|0.00|03/22/2006||Carlson|Jon|
1979|Tom Cavanaugh for County Clerk Committee|05 Annual Campaign Statement|01/31/2006|03/07/2006|750.00|RED/PAID|25.00|05/10/2006|05/08/2006|Cavanaugh|Tom|
1981|Fred Hlava for the 49th|05 Annual Campaign Statement|01/31/2006|02/21/2006|525.00|REDUCED|0.00|03/15/2006||Hlava|Fred|
1982|McFarland for Governor|05 Annual Campaign Statement|01/31/2006|02/21/2006|525.00|REDUCED|0.00|05/01/2006||McFarland|James|
1983|Elect Bill McMullen County Supervisor|05 Annual Campaign Statement|01/31/2006|02/22/2006|550.00|RED/PAID|25.00|06/14/2006|06/14/2006|McMullen|Bill|
1984|Schroeder for Board of Regents|05 Annual Campaign Statement|01/31/2006|03/15/2006|750.00|PAID|||06/26/2008|Schroeder|Kent|
1986|The Watson Committee|05 Annual Campaign Statement|01/31/2006|02/22/2006|550.00|REDUCED|0.00|03/20/2006||||
1987|Adult & Pediatric Urology, PC|Report of Earmarked Contribution|12/08/2005|03/01/2006|750.00|REDUCED|0.00|03/15/2006||||
2070|Tim Gay for Legislature|2nd General Campaign Statement|10/30/2006|11/03/2006|100.00|PAID|||11/14/2006|Gay|Tim|
2071|Neb Farm PAC|1st General Campaign Statement|10/10/2006|10/16/2006|150.00|REDUCED|0.00|11/07/2006||||
1990|Morrill County Republican Party|05 Annual Campaign Statement|01/31/2006|03/30/2006|750.00|REDUCED|0.00|01/05/2007||||
1991|Dick Pierce for Legislature|Statement of Organization|04/24/2006|04/25/2006|25.00|REDUCED|0.00|05/15/2006||Pierce|Dick|
1992|WaterClaim PEC|Statement of Organization|04/17/2006|04/25/2006|200.00|REDUCED|0.00|06/09/2006||||
1993|NE Land Title Association PAC|06 1st Primary Campaign Statement|04/10/2006|04/12/2006|50.00|REDUCED|0.00|05/04/2006|01/01/1900|||
2072|Jay C. Stoddard|CFLA-1|09/11/2006|10/27/2006|750.00|RED/PAID|25.00|11/13/2006|11/13/2006|Stoddard|Jay|
2073|Jay C. Stoddard for Secretary of State|Statement of Organization|09/10/2006|10/27/2006|750.00|REDUCED|0.00|11/07/2006||Stoddard|Jay|
2074|Stothert for Legislature|1st General Campaign Statement|10/10/2006|10/11/2006|25.00|REDUCED|0.00|11/07/2006||Stothert|Jean|
2075|Swanson for Legislature|2nd General Campaign Statement|10/30/2006|11/01/2006|50.00|PAID|||12/27/2006|Swanson|Robert|
2076|Truckers PAC|1st General Campaign Statement|10/10/2006|10/27/2006|425.00|PAID|||12/08/2006|||
2077|Nantkes for Legislature|1st General Campaign Statement|10/10/2006|10/18/2006|200.00|PAID|||02/20/2007|Nantkes|Danielle|
2181|Evans for Education|07 2nd Primary Campaign Statement|03/26/2007|03/27/2007|25.00|PAID|||07/19/2007|Evans|Doug|
2102|Nebraska Equipment Dealers PAC|2006 2nd General Statement|10/30/2006|11/02/2006|75.00|PAID|||12/21/2006|||
2107|Gary Kiel for Metro Community College|06 1st General Campaign Statement|10/10/2006|10/12/2006|50.00|PAID|||05/01/2007|Kiel|Gary|
2110|Mel Christensen for Sheriff|06 1st General Campaign Statement|10/10/2006|10/30/2006|500.00|REDUCED|0.00|02/07/2007||Christensen|Mel|
2115|Local Union 1140 PAC Fund|06 Post Primary Campaign Statement|06/19/2006|10/24/2006|750.00|REDUCED|0.00|01/25/2007||||
2120|Jeff Wallin for URNRD|06 Post General Campaign Statement|01/16/2007|01/17/2006|25.00|PAID|||02/08/2007|Wallin|Jeff|
2151|Nebraskans for Responsible Government|Report of Late Independent Expenditure|11/06/2006|11/13/2006|865.69|REDUCED|0.00|06/08/2007||||
2152|Nebraskans for Responsible Government|Report of Late Independent Expenditure|11/06/2006|11/13/2006|849.20|REDUCED|0.00|06/08/2007||||
2153|New Direction Project|Report of Late Independent Expenditure|11/02/2006|02/07/2007|3000.00|PAID|||08/06/2007|||
2154|New Direction Project|06 Post General Campaign Statement|01/16/2007|02/07/2007|550.00|PAID|||02/28/2007|||
2164|Citizens for Better Douglas County Government|Report of Late Independent Expenditure|11/08/2006|01/16/2007|3000.00|REDUCED|0.00|04/03/2007||||
2165|Jim Cudaback for Legislature|06 Annual Campaign Statement|01/31/2007|02/20/2007|500.00|REDUCED|0.00|04/03/2007||Cudaback|Jim|
2166|N.P.  \"Sandy\" Dodge for OPPD|06 Post General Campaign Statement|01/16/2007|02/20/2007|750.00|RED/PAID|25.00|03/21/2007|03/27/2007|Dodge|N.P.|
2167|Citizens for Helen Griffin|Statement of Exemption|01/31/2007|02/27/2007|675.00|REDUCED|0.00|05/14/2007||Griffin|Helen|
2168|Jacobsen for Education|Report of Late Contribution|11/08/2006|01/16/2007|3000.00|REDUCED|0.00|03/05/2007||Jacobsen|Alan|
2169|Lowell Johnson for PSC|06 Annual Campaign Statement|01/31/2007|02/09/2007|225.00|REDUCED|0.00|03/05/2007||Johnson|Lowell|
2170|Medcalf for County Clerk|06 Annual Campaign Statement|01/31/2007|02/16/2007|400.00|REDUCED|0.00|03/06/2007||Medcalf|Bruce|
2171|Friends for Pam Tusa|06 Post General Campaign Statement|01/16/2007|01/18/2007|50.00|PAID|||03/14/2007|Tusa|Pam|
2172|Nantkes for Legislature|06 Post General Campaign Statement|01/16/2007|03/01/2007|750.00|PAID|||07/18/2007|Nantkes|Danielle|
2173|Metro Omaha Builders Association PAC|06 2nd General Campaign Statement|10/30/2006|11/30/2006|750.00|PAID|||07/25/2007|||
2182|Committee to Elect Steve Guittar|06 Post General Campaign Statement|01/16/2007|02/05/2007|500.00|REDUCED|0.00|03/21/2007||Guittar|Steve|
2187|NAPE AFSCME People|07 1st Primary Campaign Statement|03/05/2007|03/09/2007|100.00|REDUCED|0.00|04/03/2007||||
2188|NE Young Democrats|06 Annual Campaign Statement|01/31/2007|02/12/2007|300.00|RED/PAID|25.00|03/21/2007|03/21/2007|||
2189|Elect Bill McMullen County Supervisor|06 Annual Campaign Statement|01/31/2007|03/07/2007|750.00|REDUCED|0.00|03/21/2007||McMullen|Bill|
2190|Committee to Elect Jerry Ryan Legislative District #45|06 Annual Campaign Statement|01/31/2007|03/20/2007|750.00|REDUCED|0.00|03/21/2007||Ryan|Jerry|
2191|Sivick for City Council|06 Annual Campaign Statement|01/31/2007|02/27/2007|675.00|RED/PAID|25.00|04/11/2007|04/11/2007|Sivick|Bob|
2192|Christine Baccari, PC|Report of Earmarked Contribution|09/05/2006|09/21/2006|400.00|RED/PAID|25.00|04/03/2007|04/03/2007|||
2193|Scudder Law Firm|Report of Earmarked Contribution|10/23/2006|02/26/2007|750.00|REDUCED|0.00|03/16/2007||||
2194|Scudder Law Firm|Report of Earmarked Contribution|11/10/2006|02/26/2007|750.00|REDUCED|0.00|03/16/2007||||
2195|Scudder Law Firm|Report of Earmarked Contribution|11/20/2006|02/26/2007|750.00|REDUCED|0.00|03/16/2007||||
2196|Burt County Democrats|06 1st General Campaign Statement|10/09/2006|03/05/2007|750.00|REDUCED|0.00|04/03/2007||||
2197|Citizens for a Better Douglas County Government|Report of Late Independent Expenditure|11/08/2006|01/16/2007|3000.00|REDUCED|0.00|04/03/2007||||
2198|Dawson County Republican Party|06 1st General Campaign Statement|10/09/2006|01/04/2007|750.00|REDUCED|0.00|05/09/2007||||
1513|Mayhew for School Board|02 Annual Campaign Statement|01/31/2003|06/24/2003|$750.00|REDUCED|$0.00|06/04/2004||Mayhew|Donald|$0.00
1514|Friends of Higgins|Report of Independent Expenditure|11/04/2003|01/31/2003|$3000.00|REDUCED|$0.00|08/04/2003||||$0.00
1869|Committee for Funding Our Future|Statement of Organization|04/25/2005|04/28/2005|75.00|PAID|||05/10/2005|||
1891|Bettger for Council|05 Post Primary Campaign Statement|05/16/2005|05/20/2005|100.00|REDUCED|0.00|06/17/2005||||
1896|Koller for City Council|Report of Late Contribution|05/02/2005|05/09/2005|700.00|REDUCED||06/01/2005||Koller|Mark|
1897|Mines for Legislature|04 Annual Campaign Statement|01/31/2005|02/07/2005|175.00|PAID|||10/19/2005|Mines|Michael|
1906|Quandahl for Legislature|04 Annual Campaign Statement|01/13/1200|03/10/2005|750.00|PAID|||06/08/2005|Quandahl|Mark|
1911|Franklin Thompson for City Council|Report of Late Contribution|05/07/2005|06/20/2005|3000.00|PAID|||08/19/2005|Thompson|Franklin |
1912|Franklin Thompson for City Council|Report of Late Contribution|05/02/2005|06/20/2005|3000.00|REDUCED|0.00|08/19/2005||||
1915|Michael G. Fahey for Mayor|Report of Late Contribution|05/04/2005|06/20/2005|3000.00|REDUCED|0.00|07/11/2005||Fahey|Michael|
1916|Michael G. Fahey for Mayor|Report of Late Contribution|05/06/2005|06/20/2005|3000.00|REDUCED|0.00|07/11/2005||Fahey|Michael|
1917|Michael G. Fahey for Mayor|Report of Late Contribution|05/03/2005|06/20/2005|3000.00|REDUCED|0.00|07/11/2005||Fahey|Michael|
1918|Michael G. Fahey for Mayor|Report of Late Contribution|05/02/2005|06/20/2005|3000.00|REDUCED|0.00|07/11/2005||Fahey|Michael|
1919|Michael G. Fahey for Mayor|Report of Late Contribution|05/02/2005|06/20/2005|3000.00|REDUCED|0.00|07/11/2005||Fahey|Michael|
1935|Tony Merritt for School Board|05 Post General Campaign Statement|06/13/2005|06/27/2005|350.00|PAID|48.54||10/01/2008|Merritt|Tony|
1936|Tony Merritt for School Board|Report of Late Contribution|04/04/2005|06/29/2005|3000.00|REDUCED|0.00|08/12/2005||||
1968|Community for Kids Committee|Report of Late Contribution|02/06/2006|02/07/2006|100.00|REDUCED|0.00|02/22/2006||||
1948|Heart, Lung & Vascular Surgery, PC|Report of Earmarked Contribution|10/25/2003|06/21/2005|750.00|REDUCED|0.00|09/22/2005||||
1973|Trucker\'s PAC|05 2nd Primary Campaign Statement|03/28/2005|01/31/2006|750.00|REDUCED||03/20/2006||||
2038|Evans for Education|2005 Annual|01/31/2006|08/03/2006|750.00|RED/PAID|25.00|09/22/2006|09/21/2006|Evans|Doug|
2055|VARVRICEK FOR MAYOR|05 ANNUAL|01/31/2006|03/08/2006|750.00|REDUCED|0.00|09/18/2006||VARVRICEK|JOSEPH|
2040|Governor Heineman Committee|Report of Late Contribution|05/01/2006|05/02/2006|1500.00|PAID|||08/23/2006|Heineman|Dave|
2041|Governor Heineman Committee|Report of Late Contribution|05/01/2006|05/02/2006|500.00|PAID|||08/23/2006|Heineman|Dave|
2042|Governor Heineman Committee|Report of Late Contribution|05/01/2006|05/02/2006|500.00|PAID|||08/23/2006|Heineman|Dave|
2043|Governor Heineman Committee|Report of Late Contribution|05/10/2006|06/19/2006|3000.00|REDUCED|0.00|08/29/2006||Heineman|Dave|
2044|Governor Heineman Committee|Report of Late Contribution|05/08/2006|05/09/2006|2500.00|PAID|||08/23/2006|Heineman|Dave|
2078|Independent Insurance Agents of NE PAC|06 1st General Campaign Statement|10/09/2006|11/09/2006|750.00|REDUCED|0.00|01/26/2007||||
2046|Governor Heineman Committee|Report of Late Contribution|05/01/2006|05/02/2006|200.00|REDUCED|0.00|08/29/2006||Heineman|Dave|
2054|NEBRASKANS FOR LOCAL SCHOOLS|30 DAYS AFTER PETITION DEADLINE|08/07/2006|09/13/2006|19.97|PAID|||02/20/2008|||
2079|Independent Insurance Agents of NE PAC|06 2nd General Campaign Statement|10/30/2006|11/09/2006|250.00|REDUCED|0.00|01/26/2007||||
2080|Metro Omaha Builders Association PAC|06 1st General Campaign Statement|10/10/2006|10/16/2006|150.00|PAID|||07/25/2007|||
2081|Nantkes for Legislature|2nd General Campaign Statement|10/30/2006|11/20/2006|525.00|PAID|||02/20/2007|Nantkes|Danielle|
2083|Committee to Elect Tom Doyle|2nd General Election Campaign Statement|10/30/2006|11/01/2006|50.00|REDUCED|0.00|12/12/2006||Doyle|Tom|
2084|NE Action Committee for Rural Electrification|2nd General Election Campaign Statement|10/30/2006|11/06/2006|175.00|PAID|||12/07/2006|||
2087|Meyer for Education|1st Primary Campaign Statement|04/10/2006|10/30/2006|750.00|REDUCED|0.00|12/12/2006||Meyer|Fred|
2088|Meyer for Education|2nd Primary Campaign Statement|05/01/2006|10/30/2006|750.00|REDUCED|0.00|12/12/2006||Meyer|Fred|
2089|Meyer for Education|Post Primary Campaign Statement|06/19/2006|10/30/2006|750.00|REDUCED|0.00|12/12/2006||Meyer|Fred|
2090|Meyer for Education|1st General Campaign Statement|10/10/2006|10/30/2006|500.00|REDUCED|0.00|12/12/2006||Meyer|Fred|
2092|ReElect Thomas Lynam Sarpy County Surveyor|2006 1st General Campaign Statement|10/10/2006|10/12/2006|50.00|REDUCED|0.00|12/12/2006||Lynam|Thomas|
2093|People for Nolte|2006 1st Primary Campaign Statement|04/10/2006|10/30/2006|750.00|REDUCED|0.00|12/21/2006||Nolte|Dan|
2094|People for Nolte|2006 2nd Primary Campaign Statement|05/01/2006|10/30/2006|750.00|REDUCED|0.00|12/21/2006||Nolte|Dan|
2095|People for Nolte|2006 Post Primary Campaign Statement|06/19/2006|10/30/2006|750.00|REDUCED|0.00|12/21/2006||Nolte|Dan|
2096|People for Nolte|2006 1st General Campaign Statement|10/09/2006|10/30/2006|525.00|REDUCED|0.00|12/21/2006||Nolte|Dan |
2155|Connealy for PSC|06 Post General Campaign Statement|01/16/2007|01/19/2007|75.00|PAID|||03/05/2007|Connealy|Matt|
2156|Sue Kirkland for Clerk of the District Court|06 1st Primary Campaign Statement|04/10/2006|01/16/2007|750.00|REDUCED|0.00|03/05/2007||Kirkland|Sue|
2157|Sue Kirkland for Clerk of the District Court|06 2nd Primary Campaign Statement|05/01/2006|01/16/2007|750.00|REDUCED|0.00|03/05/2007||Kirkland|Sue|
2158|Sue Kirkland for Clerk of the District Court|06 Post Primary Campaign Statement|06/19/2006|01/16/2007|750.00|REDUCED|0.00|03/05/2007||Kirkland|Sue|
2159|Sue Kirkland for Clerk of the District Court|06 1st General Campaign Statement|10/10/2006|01/16/2007|750.00|REDUCED|0.00|03/05/2007||Kirkland|Sue|
2160|Sue Kirkland for Clerk of the District Court|06 2nd General Campaign Statement|10/30/2006|01/16/2007|750.00|RED/PAID|25.00|03/05/2007|03/01/2007|Kirkland|Sue|
2161|Lathrop for Legislature|06 Post General Campaign Statement|01/16/2007|01/18/2007|50.00|PAID|||03/19/2007|Lathrop|Steve |
2162|Stop Initiative 423|Report of Late Contribution|11/01/2006|01/16/2007|3000.00|REDUCED|0.00|05/09/2007||||
2174|Bourne for Legislature|06 Annual Campaign Statement|01/31/2007|02/02/2007|50.00|PAID|||04/04/2007|Bourne|Patrick|
2175|Re-Elect Wayne E. Boyd Committee|Report of Late Contribution|10/27/2006|01/18/2007|3000.00|REDUCED|0.00|04/03/2007||Boyd|Wayne|
2176|Burt County Democrats|06 Post Primary Campaign Statement|03/16/2006|03/05/2007|750.00|REDUCED|0.00|04/03/2007||||
2178|Burt County Democrats|06 2nd General Campaign Statement|10/30/2006|03/05/2007|750.00|REDUCED|0.00|04/03/2007||||
2179|Burt County Democrats|06 Post General Campaign Statement|01/16/2007|03/05/2007|750.00|REDUCED|0.00|04/03/2007||||
2180|LaRae Eifert for City Council|07 1st Primary Campaign Statement|03/05/2007|03/13/2007|200.00|REDUCED|0.00|05/01/2007||Eifert|LaRae|
2183|Comittee to Elect Margaret Hornady Mayor|06 2nd General Campaign Statement|10/30/2006|11/02/2006|75.00|PAID|||05/15/2007|Hornady|Margaret|
2184|North Lincoln Voters for Landis|06 Annual Campaign Statement|01/31/2007|03/14/2007|750.00|PAID|||07/26/2007|Landis|David|
2185|Committee to Elect Lawson for Sheriff|06 Post General Campaign Statement|01/16/2007|02/06/2007|525.00|REDUCED|0.00|03/21/2007||||
