Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description|unknownNumeric
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|10/27/2008|10/08/2008|-500|A|returned NE Council of Machinists contri|4672
SANDRA KOSTOS JENSEN FOR SCHOOL BOARD |08CAC01146|05/06/2008|02/19/2008|10.25|A|bank checks for campaign|6965
SANDRA KOSTOS JENSEN FOR SCHOOL BOARD |08CAC01146|05/06/2008|03/05/2008|100|A|filing fee|6965
DAUB FOR MAYOR 2009 |08CAC01150|06/23/2009|06/01/2009|20.53|O|purchased office supplies from campaign|5081
DAUB FOR MAYOR 2009 |08CAC01150|06/23/2009|05/26/2009|21|O|postage stamp reimbursement|5081
DAUB FOR MAYOR 2009 |08CAC01150|03/10/2009|01/14/2009|91.28|O|online processing fee refund|4371
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2010|01/30/2010|391.88|O|Refund of overpayment on payroll taxes|6657
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2010|01/30/2010|513.55|O|Vender uncashed check|6657
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2010|01/27/2010|135.05|O|Refund for unused postage|6657
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2010|01/15/2010|500|O|Rental Security deposit refund|6657
DAUB FOR MAYOR 2009 |08CAC01150|02/02/2010|09/23/2009|1858.65|O|Refund from vender for media buys|7092
DAUB FOR MAYOR 2009 |08CAC01150|02/02/2010|07/02/2009|428.5|O|Refund of bank charges|7092
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2009|12/01/2008|952.5|O|Campaign Software Refund|5386
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2009|11/11/2008|82.05|O|Phone refund|5386
JACK HEIDEL FOR LEARNING COUNCIL|08CAC01187|01/06/2009|12/30/2008|8.9|A|checkbook out of balance adjustment|5495
BARRY DEJONG FOR SCHOOL BOARD|08CAC01189|01/28/2011|01/01/2010|55.91|A|INTEREST ON 09 CD NOT ON 09 REPORT|9444
COMMITTEE TO ELECT STEVE GUITTAR|06CAC00803|06/19/2006|04/25/2006|.26|A|DEPOSIT REFUNDED|4572
CITIZENS FOR WESTSIDE COMMUNITY SCHOOLS|07BQC00180|06/16/2008|06/10/2008|.5|A|$.50 adjusted to cash bal. -deplete bal.|6105
TRAVIS WAGNER FOR LEGISLATURE|08CAC01082|01/22/2010|12/31/2009|60.13|A|Contribution to White for Congress|6974
NEBRASKANS UNITED|08BQC00186|01/03/2011|12/31/2010|345.35|A|Uncashed checks terminated by bank|8561
NEBRASKANS UNITED|08BQC00186|10/06/2008|08/08/2008|25000|O|Nat' Ed Assn paid cash on $25K pledge|5825
COMMITTEE TO ELECT JOHN EWING |06CAC00797|01/31/2008|01/05/2007|5692.5|O|refund from clark creative group|6497
JACOBSEN FOR EDUCATION |06CAC00918|01/17/2007|12/31/2006|-10.36|O|Bank fee's included in expenditures|5259
JACOBSEN FOR EDUCATION |06CAC00918|01/17/2007|12/31/2006|-185.75|A|dissolution transfer to Christ Temple ch|5259
STOP OVER SPENDING NEBRASKA|06BQC00135|02/11/2008|01/11/2007|232|A|Refunded Bond deposit|5335
STOP OVER SPENDING NEBRASKA|06BQC00135|02/11/2008|01/22/2007|581.88|A|Refunded telephone & postal service depo|5335
STOP OVER SPENDING NEBRASKA|06BQC00135|10/10/2006|08/23/2006|17|A|BANK TRANSFER|4862
STOP OVER SPENDING NEBRASKA|06BQC00135|07/03/2006|06/20/2006|17|A|BANK TRANSFER FEE|6014
STOP OVER SPENDING NEBRASKA|06BQC00135|07/03/2006|06/08/2006|17|A|BANK TRANSFER FEE|6014
STOP OVER SPENDING NEBRASKA|06BQC00135|08/08/2006|06/30/2006|17|A|BANK TRANSFER|6480
NEBRASKANS FOR HUMANE CARE COMMITTEE|06BQC00136|02/04/2008|01/31/2008||O|broken printer & scanner given Tom Mann|4765
NEBRASKANS FOR HUMANE CARE COMMITTEE|06BQC00136|02/04/2008|01/05/2007||O|2 printers given to Nebraskans United |4765
NEBRASKANS FOR THE GOOD LIFE|06BQC00138|08/08/2006|07/31/2006|761.9|O|CONTRIBUTION FROM LEAGUE OF MUNICIPALITI|4272
KURT GESCHWENDER FOR LEGISLATURE|07CAC01047|01/13/2009|12/26/2008|19088.03|O|committee billed for campaign materials |5352
FRIENDS FOR PAM TUSA|06CAC00890|04/12/2010|03/09/2010|50.75|A|naco convention - reimbursed|6724
FRIENDS FOR PAM TUSA|06CAC00890|01/20/2010|01/02/2009|900|O|NACO Co;nvention-Reimbursed by Douglas C|6879
SVOBODA FOR CITY COUNCIL|09CAC01367|04/27/2009|04/20/2009|1172.32|A|Reimbursement from Hornung for postage|4400
NORFOLK TAXPAYERS FOR JOBS|10BQC00261|05/03/2010|04/20/2010|864.03|A|refund from meridian central public affa|6540
CARL LORENZEN FOR LEGISLATURE |10CAC01411|01/31/2011|01/13/2011|-73.18|A|Adjustment for Cash Receipts|9508
CARL LORENZEN FOR LEGISLATURE |10CAC01411|01/14/2011|12/31/2010|-73.18|A|ADJUSTMENT FOR CASH RECEIPTS|9043
MIKE MOSER FOR LEGISLATURE|10CAC01415|04/12/2010|03/26/2010|16|A|balance from prev. mayoral campaign|6715
TERESA WHITEHEAD FOR LEGISLATURE|10CAC01422|06/21/2010|04/28/2010|3.05|A|cash transaction fees|6847
TERESA WHITEHEAD FOR LEGISLATURE|10CAC01422|04/12/2010|03/23/2010|.17|A|paypal verify|6728
O'HOLLERAN FOR STATE SCHOOL BOARD |10CAC01424|11/08/2010|10/21/2010|300|O|Tim & Dixie Miller food for party|8261
PHARES FOR REGENT|10CAC01426|02/03/2012|01/10/2011|2|A|refund from advertising|12326
PHARES FOR REGENT|10CAC01426|04/13/2010|02/11/2010|1202.34|A|Residual cash balance from 06 election|6753
PHARES FOR REGENT|10CAC01426|10/07/2010|09/28/2010|206|A|Reimbursement to campaign for overpaymen|7701
PHARES FOR REGENT|10CAC01426|10/07/2010|08/31/2010|.16|A|PayPal Verify Deposits|7701
JIM WARREN FOR COUNTY BOARD|10CAC01428|02/02/2012|11/21/2011|220.28|O|transfer of remaining cash balance |12306
CITIZENS FOR NORFOLKS YOUTH|10BQC00276|01/11/2011|10/21/2010|993.31|A|refund from post office|8904
LINCOLN LIAISON COMMITTEE |10BQC00277|03/03/2011|01/20/2011|35.45|O|Bank Acct. closed-bal. transferred|9941
FORWARD OMAHA (OPPOSE RECALL)|10BQC00287|01/30/2012|12/31/2011|8976.12|A|adjustment was a refund for overpayment |12091
FORWARD OMAHA (OPPOSE RECALL)|10BQC00287|01/30/2012|12/31/2011|120.33|A|adjustment was a refund for overpayment|12091
FORWARD OMAHA (OPPOSE RECALL)|10BQC00287|01/30/2012|12/31/2011|-58.16|A|adjustment reflects banking fees|12091
FORWARD OMAHA (OPPOSE RECALL)|10BQC00287|01/30/2012|12/31/2011|5000|A|adjustment reflects a contribution prevo|12091
RALSTON ARENA COMPLEX ELECTION|11BQC00294|10/06/2011|08/31/2011|102.33|A|broadcast teleservices check not present|11041
HOVE FOR AIRPORT AUTHORITY|11CAC01581|06/10/2011|02/11/2011|1030.04|A|was insaving acct from previous election|10681
ANNA WISHART FOR AIRPORT AUTHORITY |11CAC01578|06/13/2011|04/21/2011|187|A|misc cash from fundraiser|10802
ANNA WISHART FOR AIRPORT AUTHORITY |11CAC01578|04/25/2011|04/06/2011|289|A|misc cash from fundraiser|10563
ANNA WISHART FOR AIRPORT AUTHORITY |11CAC01578|04/25/2011|03/29/2011|240|A|misc cash from fundraiser|10563
HOSS DANNEHL|10CAC01493|01/10/2011|01/06/2011|-1401.02|A|Return contribution to candidate|8802
KIDS COMMITTEE - GRETNA|10BQC00288|10/26/2010|10/01/2010|386.26|O|carry over from previous years under 5k|8161
CITIZENS FOR HASTINGS|10BQC00271|01/05/2011|12/22/2010|56.68|O|Dispersment-funds to Hastings Library |8649
JUSTIN COOK FOR SAUNDERS COUNTY ATTORNEY|10CAC01488|01/12/2011|12/31/2010|-16.68|O|BANK CHARGES & BALANCE UNDER|8929
JUSTIN COOK FOR SAUNDERS COUNTY ATTORNEY|10CAC01488|10/26/2010|10/19/2010|50|O|BANKING ERROR FOR DEPOSIT|8106
CITIZENS FOR STABLE ECONOMIC GROWTH|10BQC00286|01/03/2011|12/31/2010|-64.12|A|returned to southport west partners llc|8542
NE CANNABIS INITIATIVE|11BQC00297|12/28/2011|09/01/2011|0|O|NA  |11341
BUFFINGTON FOR MAYOR 2011 |11CAC01566|06/10/2011|06/07/2011|17.68|A|check printed|10701
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|06/21/2010|05/05/2010|42.95|O|Office Depot - Envelopes|6643
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|06/21/2010|05/03/2010|75|O|contribution refund - C. Ligon|6643
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|06/21/2010|04/29/2010|88|O|stamps|6643
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|05/05/2010|04/26/2010|41.73|A|wire for yard signs|6773
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|05/05/2010|04/16/2010|39.6|A|postage for thank you cards|6773
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|05/05/2010|04/15/2010|41.7|A|misc. campaign supplies|6773
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|04/12/2010|04/10/2010|100|O|Filing Fee for Office|6699
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|04/12/2010|03/29/2010|176|O|postage for invitations|6699
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|04/12/2010|03/26/2010|135.5|O|printing of invitation|6699
PAUL R. KIMMONS COMMITTEE|10CAC01434|06/22/2010|06/01/2010|1442.28|A||6908
FRIENDS OF BOB GIESE|10CAC01435|05/05/2010|04/12/2010|7780.53|A|Beg Balance from Giese for Legislature|6771
MARTHA SLOSBURG CAMPAIGN FOR DISTRICT 66|10CAC01433|01/05/2011|07/11/2011|79.71|A|donate to american red cross-heartland |8647
JOSH EICKMEIER FOR MAYOR|09CAC01378|01/31/2012|12/31/2011|-100|A|reconcile to bank account|12225
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/19/2012|01/20/2011|286.43|A|victory party post cards|11823
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/19/2012|01/04/2011|474|A|sepplies for victory party|11823
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|05/04/2010|04/12/2010|100|A|Contribution|6768
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|06/21/2010|06/01/2010|96.3|A|tshirts|6840
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|06/21/2010|06/01/2010|77.74|A|telephone|6840
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|06/21/2010|05/18/2010|294.25|A|tshirts|6840
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|05/04/2010|04/20/2010|-15.84|A|Sign Expense|6768
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|05/04/2010|04/20/2010|-38.81|A|Telephone Expense|6768
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/22/2010|12/31/2009|-362.23|A|Office supplies, decorations-fundraiser|6971
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/22/2010|12/31/2009|12315|A|All other cont., less-$250 pd by individ|6971
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/11/2011|11/05/2010|77.69|A|telephone|8932
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/11/2011|10/27/2010|163.25|A|supplies for victory party|8932
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|10/04/2010|08/24/2010|-64|A|po box renewal|7388
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|10/04/2010|08/01/2010|-116.71|A|telephone|7388
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|04/08/2010|04/05/2010|-22.21|A|Meeting w/campaign staff|6563
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|04/08/2010|04/06/2010|1990|A|All other cont. less than $250.pd by ind|6563
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|06/21/2010|05/11/2010|-100|O|anonymous cont donated to Asian Communit|6834
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|06/21/2010|05/04/2010|100|B||6834
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|01/06/2011|12/31/2010|207.75|A|RERUND OF EXPENSES PREVIOUSLY PAID|8663
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|01/26/2010|12/24/2009|.17|O|PayPal verification deposit|6861
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|01/26/2010|12/24/2009|.1|O|PayPal verification deposit|6861
KELLY FOR COUNTY ATTORNEY|09CAC01377|01/30/2012|12/31/2011|.26|A|balance to bank statement|12142
ADAMS CENTRAL PATRONS & TEACHERS FOR STUDENTS 2010|09BQC00254|04/13/2010|04/06/2010|8360|A|Sales of gift cards|7073
ADAMS CENTRAL PATRONS & TEACHERS FOR STUDENTS 2010|09BQC00254|02/01/2010|12/31/2009|427.5|A|Sale of gift cards|6586
ADAMS CENTRAL PATRONS & TEACHERS FOR STUDENTS 2010|09BQC00254|02/01/2010|12/21/2009|712.5|A|Sale of gift cards|6586
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA|09BQC00256|06/22/2010|06/07/2010|262.73|A|Refund from the United States Postal Ser|6833
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA|09BQC00256|10/19/2010|08/05/2010|308.06|A|Refund from Time Warner Cable|7866
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA|09BQC00256|10/19/2010|06/16/2010|244.74|A|Refund from Black Hills Energy|7866
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA|09BQC00256|10/19/2010|08/06/2010|322.3|A|Refund from Center-Point Communications|7866
BRADLEY FOR NEBRASKA LEGISLATURE|10CAC01397|09/10/2010|09/09/2010|419.76|A|Returned to Candidate|7181
LAKERS FOR GOVERNOR|10CAC01409|06/23/2010|06/15/2010|76000|O|removal of nonindividual pledges|7002
LAKERS FOR GOVERNOR|10CAC01409|06/23/2010|06/15/2010|34000|O|removal of individual pledges|7002
LAKERS FOR GOVERNOR|10CAC01409|06/23/2010|06/15/2010|47000|O|removal of individual pledges|7002
LAKERS FOR GOVERNOR|10CAC01409|02/01/2011|01/31/2011|15000|A|Voided Check|9667
LAKERS FOR GOVERNOR|10CAC01409|02/01/2011|07/01/2010|1118.25|A|refund of overpayment to vendor|9667
LAKERS FOR GOVERNOR|10CAC01409|02/01/2011|01/31/2011|251000|O|removal of nonindividual pledges|9667
LAKERS FOR GOVERNOR|10CAC01409|02/01/2011|01/31/2011|101000|O|removal of individual pledges|9667
BEN GRAY FOR CITY COUNCIL|09CAC01361|03/09/2009|01/06/2009|.18|A|paypal verifybank|4362
BEN GRAY FOR CITY COUNCIL|09CAC01361|03/09/2009|01/30/2009|-.7|A|fdic premium|4362
BEN GRAY FOR CITY COUNCIL|09CAC01361|03/09/2009|02/27/2009|-.63|A|fdic premium|4362
BEN GRAY FOR CITY COUNCIL|09CAC01361|03/09/2009|01/06/2009|.16|A|paypal verifybank|4362
