Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Microfilm Number|Contributor Name
WOODLAND HOMES, INC.|99CUA02783|03/01/2001|99CAC00550|02/20/2001|300|6060092|SIVICK FOR CITY COUNCIL
LINCOLN TRUCKING CO., INC.|99CUA02784|03/01/2001|99CAC00549|02/23/2001|250|6060075|LANGDON FOR CITY COUNCIL
UNIVERSAL ASSURORS ASSOCIATION|99CUA02785|03/06/2001|99CAC00251|01/29/2001|1000|6070190|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
UNIVERSAL ASSURORS ASSOCIATION|99CUA02785|03/14/2001|99CAC00251|03/13/2001|1000|6090047|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
RIEKES EQUIPMENT COMPANY|99CUA02786|03/07/2001|99CAC00442|02/27/2001|1000|6070180|MICHAEL G. FAHEY FOR MAYOR
CERTIFIED TRANSMISSION REBUILD|99CUA02787|03/07/2001|99CAC00251|02/27/2001|1000|6070156|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
UNIVERSAL OF OMAHA CASULTY INS|99CUA02788|03/09/2001|99CAC00251|02/10/2000|1000|6070191|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
ZWYGART & MORGAN PC|99CUA02789|03/09/2001|99CAC00207|02/26/2001|250|6070192|MIKE JOHANNS FOR GOVERNOR
HEALTH DATA MANAGEMENT CORP|99CUA02790|05/18/2000|99BQC00038|04/30/2000|1000|5940178|BUILD IT OMAHA COMMITTEE
HEALTH DATA MANAGEMENT CORP|99CUA02790|03/01/2001|99CAC00455|02/12/2001|500|6060068|WINSTROM FOR CITY COUNCIL
HEALTH DATA MANAGEMENT CORP|99CUA02790|03/01/2001|99CAC00544|02/12/2001|500|6060069|COMMITTEE TO ELECT JIM VOKAL
HEALTH DATA MANAGEMENT CORP|99CUA02790|03/01/2001|99CAC00251|12/20/2000|2500|6060070|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
HEALTH DATA MANAGEMENT CORP|99CUA02790|03/31/2004|99CAC00547|11/24/2003|500|6770022|THE COMMITTEE TO ELECT CHUCK SIGERSON
HEALTH DATA MANAGEMENT CORP|99CUA02790|03/31/2004|99CAC00292|03/29/2004|2000|6770023|NANCY O'BRIEN FOR REGENT
HEALTH DATA MANAGEMENT CORP|99CUA02790|10/25/2004|99PPC00003|10/15/2004|1000|6870100|NE DEMOCRATIC PARTY
HEALTH DATA MANAGEMENT CORP|99CUA02790|10/25/2004|99BQC00074|10/19/2004|1000|6870101|GAMBLING WITH THE GOOD LIFE 
HEALTH DATA MANAGEMENT CORP|99CUA02790|10/25/2004|99CAC00708|08/27/2004|250|6870102|SLOBOTSKI FOR METRO BOARD COMMITTEE
BARRY GOOD, INC.|99CUA02791|03/12/2001|99CAC00541|03/05/2001|300|6090018|BRIGGS FOR CITY COUNCIL
COSGRIFF COMPANY|99CUA02792|03/13/2001|99CAC00251|02/16/2001|1000|6090017|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
CREATIVE ENTERPRISES, INC.|99CUA02793|03/14/2001|99CAC00442|03/03/2001|300|6090013|MICHAEL G. FAHEY FOR MAYOR
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|03/14/2001|99BQC00058|10/19/2000|500|6090033|NEBRASKANS AGAINST OUTSIDE INFLUENCE
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|04/13/2001|99PPC00003|02/02/2001|650|6160065|NE DEMOCRATIC PARTY
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|04/13/2001|99PPC00002|01/16/2001|600|6160065|NE REPUBLICAN PARTY
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|03/07/2002|99PPC00003|02/08/2002|650|6320153|NE DEMOCRATIC PARTY
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|04/08/2002|99PPC00002|03/11/2002|600|6370247|NE REPUBLICAN PARTY
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|02/06/2003|99PPC00002|01/27/2003|600|6510046|NE REPUBLICAN PARTY
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|03/06/2003|99PPC00003|03/05/2003|650|6530051|NE DEMOCRATIC PARTY
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|05/17/2004|99CAC00562|05/14/2004|500|6800150|BRUNING FOR ATTORNEY GENERAL
LINCOLN BUILDING & CONSTRUCTION TRADES COUNCIL|99CUA02795|03/19/2001|99CAC00279|03/06/2001|300|6100247|DAN LYNCH FOR LEGISLATURE
LINCOLN BUILDING & CONSTRUCTION TRADES COUNCIL|99CUA02795|03/19/2001|99CAC00006|03/15/2001|500|6100247|CITIZENS FOR WESELY
LINCOLN BUILDING & CONSTRUCTION TRADES COUNCIL|99CUA02795|12/19/2002|99CAC00006|12/11/2002|1000|6480001|CITIZENS FOR WESELY
LINCOLN BUILDING & CONSTRUCTION TRADES COUNCIL|99CUA02795|04/09/2003|99CAC00642|04/03/2003|1000|6600212|SENG FOR MAYOR
LINCOLN BUILDING & CONSTRUCTION TRADES COUNCIL|99CUA02795|05/12/2003|99CAC00642|05/08/2003|1000|6610232|SENG FOR MAYOR
LINCOLN BUILDING & CONSTRUCTION TRADES COUNCIL|99CUA02795|09/10/2004|99CAC00675|09/07/2004|500|6840119|FAMILIES FOR BURCAW
LINCOLN BUILDING & CONSTRUCTION TRADES COUNCIL|99CUA02795|10/12/2004|99CAC00678|10/05/2004|500|6860026|COMMITTEE TO ELECT MARK MCCOLLEY
LINCOLN BUILDING & CONSTRUCTION TRADES COUNCIL|99CUA02795|02/28/2005|99CAC00642|02/01/2005|500|6940008|SENG FOR MAYOR
GOTHENBURG IMPROVEMENT CO.|99CUA02796|03/26/2001|99BQC00062|03/01/2001|2000|6130162|GOTHENBURG SCHOOL BUILDERS
GREGG YOUNG CHEVROLET, INC.|99CUA02797|03/26/2001|99CAC00251|03/23/2001|1000|6130182|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
GREGG YOUNG CHEVROLET, INC.|99CUA02797|04/29/2002|99CAC00579|03/06/2002|250|6390178|MIKE FRIEND FOR LEGISLATURE
MIKE BACON, P.C.|99CUA02798|03/26/2001|99BQC00062|03/01/2001|580|6130153|GOTHENBURG SCHOOL BUILDERS
PREMIER SENIOR MARKETING, INC.|99CUA02799|04/03/2001|99PPC00003|04/14/2000|1000|6190012|NE DEMOCRATIC PARTY
ANLYN GROUP|99CUA02800|04/03/2001|99CAC00251|01/26/2001|500|6150181|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
STANDING BEAR DEVELOPMENT CORP|99CUA02801|04/05/2001|99CAC00251|03/05/2001|4000|6150213|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
MULHALL'S NURSERY|99CUA02802|04/09/2001|99CAC00442|02/13/2001|1000|6160062|MICHAEL G. FAHEY FOR MAYOR
MULHALL'S NURSERY|99CUA02802|02/06/2002|99CAC00442|10/10/2001|500|6270218|MICHAEL G. FAHEY FOR MAYOR
MULHALL'S NURSERY|99CUA02802|02/14/2005|99CAC00442|08/28/2004|1000|6930069|MICHAEL G. FAHEY FOR MAYOR
MULHALL'S NURSERY|99CUA02802|02/14/2005|99CAC00699|07/26/2004|250|6930069|TIM LONERGAN FOR CITY COUNCIL # 7
MULHALL'S NURSERY|99CUA02802|02/14/2005|99CAC00406|01/28/2005|500|6930070|CLIFF HERD FOR CITY COUNCIL DISTRICT 6
FROST FEEDING CO., INC.|99CUA02803|04/13/2001|99CAC00442|09/07/2000|1000|6160053|MICHAEL G. FAHEY FOR MAYOR
J.A.L. ENTERPRISES, INC.|99CUA02804|04/16/2001|99CAC00251|04/12/2001|1000|6160179|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
J.A.L. ENTERPRISES, INC.|99CUA02804|05/15/2001|99CAC00251|05/10/2001|2000|6180203|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
AMERIWEST CORPORATION|99CUA02805|02/27/2001|99PAC00092|02/22/2001|1000|6060055|NEBRASKA-PAC
AMERIWEST CORPORATION|99CUA02805|04/16/2001|99CAC00251|02/20/2001|2000|6160161|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
AMERIWEST CORPORATION|99CUA02805|06/01/2001|99CAC00442|05/23/2001|1000|6190047|MICHAEL G. FAHEY FOR MAYOR
AMERIWEST CORPORATION|99CUA02805|02/27/2004|99CAC00442|05/07/2003|1000|6690132|MICHAEL G. FAHEY FOR MAYOR
VINCENZO'S MIDTOWN|99CUA02806|10/12/2001|99CAC00442|04/03/2001|500|6220009|MICHAEL G. FAHEY FOR MAYOR
LUSTGARTEN & ROBERTS, P.C.|99CUA02807|04/18/2001|99BQC00059|11/03/2000|250|6160180|COMMITTEE TO RETAIN JUDGE REAGAN
WELCH LAW FIRM, P.C.|99CUA02808|01/31/2005|99CAC00548|01/18/2005|1000|6920129|DAN WELCH FOR CITY COUNCIL
WELCH LAW FIRM, P.C.|99CUA02808|03/04/2005|99CAC00544|12/01/2004|500|6940025|COMMITTEE TO ELECT JIM VOKAL
FOREMAN AGENCY, INC.|99CUA02809|04/19/2001|99CAC00556|02/19/2001|250|6160166|COLEMAN FOR COUNCIL
HOLIDAY LOUNGE BAR|99CUA02810|04/19/2001|99CAC00442|04/12/2001|300|6160173|MICHAEL G. FAHEY FOR MAYOR
HEARTLAND WAREHOUSE|99CUA02811|04/20/2001|99CAC00442|04/05/2001|2500|6160172|MICHAEL G. FAHEY FOR MAYOR
INDUSTRIAL PACKAGING CORPORATI|99CUA02812|04/20/2001|99CAC00442|04/05/2001|2500|6160176|MICHAEL G. FAHEY FOR MAYOR
HARDING ESE, INC.|99CUA02813|04/25/2001|99BQC00064|04/17/2001|250|6170009|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
TCW CONSTRUCTION, INC.|99CUA02814|04/26/2001|99BQC00064|04/19/2001|350|6170017|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
TCW CONSTRUCTION, INC.|99CUA02814|06/03/2003|99BQC00064|04/18/2003|400|6620155|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
TCW CONSTRUCTION, INC.|99CUA02814|09/03/2004|99BQC00096|08/31/2004|1000|6840067|YES ON STREETS AND TRAILS
SAM PROPERTIES, INC.|99CUA02815|04/26/2001|99CAC00331|04/01/2001|500|6170013|CITIZENS FOR SHOECRAFT
SAM PROPERTIES, INC.|99CUA02815|04/26/2001|99CAC00542|04/01/2001|500|6170013|FRIENDT FOR OUR FUTURE
SAM PROPERTIES, INC.|99CUA02815|04/26/2001|99CAC00008|04/01/2001|500|6170013|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
SAM PROPERTIES, INC.|99CUA02815|03/13/2002|99CAC00006|10/02/2001|1000|6330214|CITIZENS FOR WESELY
WALTON CONSTRUCTION, INC.|99CUA02816|04/26/2001|99BQC00064|04/01/2001|350|6170018|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
WALTON CONSTRUCTION, INC.|99CUA02816|05/19/2003|99BQC00064|04/10/2003|400|6620031|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
BOOKSTROM H.R. CONSTRUCTION|99CUA02817|04/30/2001|99BQC00064|04/12/2001|350|6170124|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
BOOKSTROM H.R. CONSTRUCTION|99CUA02817|04/03/2003|99BQC00064|04/01/2003|400|6600130|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
OSBORN T.J. CONSTRUCTION INC.|99CUA02818|04/30/2001|99BQC00064|04/10/2001|350|6170146|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/30/2001|99BQC00064|04/11/2001|250|6170151|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/08/2003|99CAC00011|04/20/2003|250|6600223|JON CAMP FOR CITY COUNCIL COMMITTEE
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/08/2003|99CAC00639|03/20/2003|250|6600223|NEWMAN FOR COUNCIL
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/08/2003|99CAC00642|03/20/2003|250|6600223|SENG FOR MAYOR
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/08/2003|99CAC00003|03/20/2003|250|6600223|SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/08/2003|99CAC00635|03/21/2003|250|6600223|STRAND FOR CITY COUNCIL
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/08/2003|99CAC00385|03/20/2003|250|6600223|ANNETTE MCROY FOR CITY COUNCIL
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/08/2003|99CAC00331|03/20/2003|250|6600223|CITIZENS FOR SHOECRAFT
SEACREST & KALKOWSKI, P.C.|99CUA02819|04/08/2003|99CAC00640|03/20/2003|250|6600223|DONALDSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|04/13/1993|99CAC00015|04/07/1993|200|3960155|CURT DONALDSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|05/06/1993|99PPC00002|04/23/1993|500|3970232|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|11/15/1993|99CAC00240|11/10/1993|900|4020066|BRESLOW COMMITTEE, THE
NEBCO, INC.|99CUA02689|12/13/1993|99CAC00113|12/03/1993|100|4030010|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
NEBCO, INC.|99CUA02689|03/07/1994|99CAC00100|03/03/1994|200|4130032|DON THOMAS - LANCASTER COUNTY ENGINEER
NEBCO, INC.|99CUA02689|03/07/1994|99CAC00290|03/03/1994|1000|4130032|BEN NELSON FOR GOVERNOR
NEBCO, INC.|99CUA02689|03/07/1994|99CAC00113|03/03/1994|250|4130032|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
NEBCO, INC.|99CUA02689|04/21/1994|99CAC00170|04/20/1994|150|4230165|JIM PESCHONG SHERIFF COMMITTEE
NEBCO, INC.|99CUA02689|07/06/1994|99CAC00290|06/26/1994|1500|4300027|BEN NELSON FOR GOVERNOR
NEBCO, INC.|99CUA02689|07/11/1994|99CAC00170|07/08/1994|150|4300082|JIM PESCHONG SHERIFF COMMITTEE
NEBCO, INC.|99CUA02689|08/15/1994|99CAC00113|08/11/1994|500|4310081|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
NEBCO, INC.|99CUA02689|08/29/1994|99CAC00048|08/25/1994|250|4310157|DAVE HEINEMAN FOR STATE TREASURER
NEBCO, INC.|99CUA02689|08/29/1994|99CAC00251|08/25/1994|250|4310157|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
NEBCO, INC.|99CUA02689|10/06/1994|99PPC00002|10/03/1994|4000|4320204|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|11/09/1994|99CAC00277|10/05/1994|200|4370015|LANDIS FOR PSC
NEBCO, INC.|99CUA02689|12/28/1994|99CAC00251|12/28/1994|100|4380226|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
NEBCO, INC.|99CUA02689|03/03/1995|99CAC00015|02/20/1995|150|4430153|CURT DONALDSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|03/30/1995|99CAC00349|03/28/1995|300|4510078|DALE YOUNG FOR CITY COUNCIL COMMITTEE
NEBCO, INC.|99CUA02689|08/22/1995|99CAC00507|08/21/1995|250|4570013|CINDY JOHNSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|11/03/1995|99CAC00150|11/02/1995|100|4570215|CURT BROMM LEGISLATIVE COMMITTEE
NEBCO, INC.|99CUA02689|02/20/1996|99CAC00342|02/16/1996|500|4630153|WILSON FOR REGENT
NEBCO, INC.|99CUA02689|05/06/1996|99CAC00297|05/02/1996|100|4760245|CITIZENS FOR RASMUSSEN NPPD SUBDIST 1
NEBCO, INC.|99CUA02689|06/06/1996|99PPC00002|04/05/1996|1000|4790006|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|09/10/1996|99PPC00031|09/09/1996|500|4830032|LANCASTER COUNTY REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|10/29/1996|99PPC00002|10/25/1996|2000|4860216|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|11/06/1996|99CAC00515|11/05/1996|100|4870231|WHITEFOOT FOR NPPD COMMITTEE
NEBCO, INC.|99CUA02689|01/03/1997|99CAC00240|12/31/1966|1000|4900077|BRESLOW COMMITTEE, THE
NEBCO, INC.|99CUA02689|01/03/1997|99CAC00207|12/31/1996|1000|4900077|MIKE JOHANNS FOR GOVERNOR
NEBCO, INC.|99CUA02689|02/06/1997|99CAC00507|02/05/1997|500|4930179|CINDY JOHNSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|04/23/1997|99CAC00261|04/22/1997|500|5060165|JEFF FORTENBERRY FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|04/28/1997|99CAC00319|04/25/1997|200|5070237|DAVID HUNTER FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|04/28/1997|99PPC00002|04/23/1997|250|5070237|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|05/02/1997|99CAC00316|05/01/1997|250|5070238|HOPPE FOR AIRPORT AUTHORITY
NEBCO, INC.|99CUA02689|10/14/1997|99CAC00264|10/10/1997|150|5130094|STEVE GLENN FOR AIRPORT AUTHORITY
NEBCO, INC.|99CUA02689|10/21/1997|99CAC00113|11/19/1997|750|5130125|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
NEBCO, INC.|99CUA02689|10/21/1997|99PPC00002|11/19/1997|500|5130125|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|10/28/1997|99CAC00169|10/24/1997|200|5130151|DWITE PEDERSEN FOR PUBLIC OFFICE
NEBCO, INC.|99CUA02689|11/20/1997|99CAC00240|11/19/1997|2500|5140009|BRESLOW COMMITTEE, THE
NEBCO, INC.|99CUA02689|12/18/1997|99CAC00207|12/17/1997|2500|5140122|MIKE JOHANNS FOR GOVERNOR
NEBCO, INC.|99CUA02689|01/23/1998|99CAC00059|01/20/1998|500|5170163|DAVE MAURSTAD FOR LT. GOVERNOR
NEBCO, INC.|99CUA02689|02/06/1998|99CAC00015|02/04/1998|250|5210066|CURT DONALDSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|03/26/1998|99CAC00207|03/24/1998|2000|5290245|MIKE JOHANNS FOR GOVERNOR
NEBCO, INC.|99CUA02689|03/26/1998|99CAC00086|03/24/1998|200|5290245|RAIKES FOR LEGISLATURE
NEBCO, INC.|99CUA02689|03/26/1998|99CAC00058|03/24/1998|200|5290245|STAN MATZKE JR. FOR LEGISLATURE
NEBCO, INC.|99CUA02689|03/26/1998|99CAC00240|03/24/1998|2000|5290245|BRESLOW COMMITTEE, THE
NEBCO, INC.|99CUA02689|03/27/1998|99CAC00079|03/25/1998|500|5290244|COMMITTEE TO ELECT JOHN W. PAYNE
NEBCO, INC.|99CUA02689|04/22/1998|99CAC00240|04/17/1998|4000|5340020|BRESLOW COMMITTEE, THE
NEBCO, INC.|99CUA02689|04/27/1998|99CAC00207|04/24/1998|2000|5340196|MIKE JOHANNS FOR GOVERNOR
NEBCO, INC.|99CUA02689|06/02/1998|99CAC00030|05/29/1998|100|5380218|DON BLANK FOR REGENT
NEBCO, INC.|99CUA02689|06/10/1998|99CAC00207|06/09/1998|200|5390076|MIKE JOHANNS FOR GOVERNOR
NEBCO, INC.|99CUA02689|06/18/1998|99BQC00004|06/12/1998|12500|5390250|CITIZENS FOR NEBRASKA'S FUTURE
NEBCO, INC.|99CUA02689|07/09/1998|99CAC00113|07/08/1998|750|5410193|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
NEBCO, INC.|99CUA02689|08/28/1998|99BQC00023|08/27/1998|2000|5430144|FRIENDS OF LIBRARIES & PARKS
NEBCO, INC.|99CUA02689|09/10/1998|99CAC00132|04/21/1998|200|5440085|MARY 'COOKIE' WITTLER FOR CLERK OF DISTRICT COURT
NEBCO, INC.|99CUA02689|10/09/1998|99CAC00041|10/07/1998|100|5460241|CAMPBELL FOR LANCASTER COUNTY COMMISSIONER
NEBCO, INC.|99CUA02689|10/09/1998|99CAC00112|10/07/1998|100|5460241|STEINMAN FOR COUNTY COMMISSIONER
NEBCO, INC.|99CUA02689|10/15/1998|99CAC00134|10/08/1998|100|5470137|WORKMAN FOR COUNTY COMMISSIONER
NEBCO, INC.|99CUA02689|10/23/1998|99BQC00004|10/20/1998|15000|5480121|CITIZENS FOR NEBRASKA'S FUTURE
NEBCO, INC.|99CUA02689|10/23/1998|99CAC00236|10/20/1998|250|5480121|SCOTT MOORE COMMITTEE
NEBCO, INC.|99CUA02689|10/23/1998|99CAC00086|10/20/1998|100|5480121|RAIKES FOR LEGISLATURE
NEBCO, INC.|99CUA02689|10/23/1998|99CAC00058|10/20/1998|100|5480121|STAN MATZKE JR. FOR LEGISLATURE
NEBCO, INC.|99CUA02689|10/23/1998|99CAC00207|10/22/1998|7500|5480122|MIKE JOHANNS FOR GOVERNOR
NEBCO, INC.|99CUA02689|01/22/1999|99CAC00007|01/19/1999|250|5570035|BOB STEPHENS FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|03/24/1999|99CAC00007|03/23/1999|500|5660138|BOB STEPHENS FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|03/24/1999|99CAC00330|03/23/1999|200|5660138|COLEEN SENG FOR CITY COUNCIL (NOW SENG FOR MAYOR)
NEBCO, INC.|99CUA02689|03/24/1999|99CAC00015|03/23/1999|200|5660138|CURT DONALDSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|03/24/1999|99CAC00002|03/23/1999|2000|5660138|JOHNSON FOR MAYOR
NEBCO, INC.|99CUA02689|03/24/1999|99CAC00011|03/23/1999|500|5660138|JON CAMP FOR CITY COUNCIL COMMITTEE
NEBCO, INC.|99CUA02689|04/15/1999|99CAC00011|03/31/1999|592.38|5700104|JON CAMP FOR CITY COUNCIL COMMITTEE
NEBCO, INC.|99CUA02689|04/19/1999|99CAC00011|04/16/1999|500|5700211|JON CAMP FOR CITY COUNCIL COMMITTEE
NEBCO, INC.|99CUA02689|04/19/1999|99PPC00002|04/16/1999|5000|5700211|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|04/19/1999|99CAC00015|04/16/1999|250|5700211|CURT DONALDSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|07/02/1999|99CAC00002|07/01/1999|1000|5740086|JOHNSON FOR MAYOR
NEBCO, INC.|99CUA02689|07/02/1999|99CAC00152|07/01/1999|200|5740086|BRUNING FOR LEGISLATURE
NEBCO, INC.|99CUA02689|09/01/1999|99BQC00034|08/31/1999|10000|5750148|YES ON SCHOOLS COMMITTEE
NEBCO, INC.|99CUA02689|10/20/1999|99CAC00413|10/19/1999|250|5760089|HEWITT FOR LEGISLATURE
NEBCO, INC.|99CUA02689|12/20/1999|99CAC00011|12/16/1999|200|5770116|JON CAMP FOR CITY COUNCIL COMMITTEE
NEBCO, INC.|99CUA02689|01/12/2000|99PPC00002|01/10/2000|1000|5780145|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|03/14/2000|99PPC00031|03/10/2000|1000|5870048|LANCASTER COUNTY REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|05/10/2000|99PPC00003|05/05/2000|1000|5940067|NE DEMOCRATIC PARTY
NEBCO, INC.|99CUA02689|05/31/2000|99BQC00038|03/08/2000|500|5950018|BUILD IT OMAHA COMMITTEE
NEBCO, INC.|99CUA02689|06/07/2000|99CAC00207|06/03/2000|500|5950069|MIKE JOHANNS FOR GOVERNOR
NEBCO, INC.|99CUA02689|10/20/2000|99CAC00006|10/13/2000|1500|5990085|CITIZENS FOR WESELY
NEBCO, INC.|99CUA02689|11/02/2000|99BQC00053|10/24/2000|2000|6000194|CITIZENS TO SAVE QUALITY SCHOOLS
NEBCO, INC.|99CUA02689|11/03/2000|99PPC00002|10/24/2000|5000|6000195|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|02/13/2001|99CAC00542|02/07/2001|500|6050134|FRIENDT FOR OUR FUTURE
NEBCO, INC.|99CUA02689|04/16/2001|99CAC00251|04/13/2001|500|6160189|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
NEBCO, INC.|99CUA02689|04/16/2001|99CAC00545|04/13/2001|1000|6160189|JON CARLSON FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|05/31/2001|99CAC00535|05/25/2001|250|6190059|WERNER FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|05/31/2001|99CAC00542|05/25/2001|250|6190059|FRIENDT FOR OUR FUTURE
NEBCO, INC.|99CUA02689|07/12/2001|99CAC00535|04/11/2001|250|6200215|WERNER FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|10/05/2001|99CAC00553|10/02/2001|500|6210220|GALE FOR SECRETARY OF STATE
NEBCO, INC.|99CUA02689|10/09/2001|99CAC00207|10/05/2001|10000|6210250|MIKE JOHANNS FOR GOVERNOR
NEBCO, INC.|99CUA02689|03/12/2002|99CAC00342|03/07/2002|500|6330209|WILSON FOR REGENT
NEBCO, INC.|99CUA02689|07/15/2002|99CAC00581|07/10/2002|500|6420233|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
NEBCO, INC.|99CUA02689|12/23/2002|99CAC00006|12/17/2002|1000|6480025|CITIZENS FOR WESELY
NEBCO, INC.|99CUA02689|02/21/2003|99CAC00542|02/18/2003|1000|6510152|FRIENDT FOR OUR FUTURE
NEBCO, INC.|99CUA02689|02/21/2003|99CAC00642|02/18/2003|1000|6510152|SENG FOR MAYOR
NEBCO, INC.|99CUA02689|04/11/2003|99CAC00011|04/03/2003|500|6600215|JON CAMP FOR CITY COUNCIL COMMITTEE
NEBCO, INC.|99CUA02689|05/12/2003|99CAC00542|04/22/2003|500|6610236|FRIENDT FOR OUR FUTURE
NEBCO, INC.|99CUA02689|05/12/2003|99CAC00642|04/22/2003|500|6610236|SENG FOR MAYOR
NEBCO, INC.|99CUA02689|06/20/2003|99CAC00542|06/19/2003|1000|6630006|FRIENDT FOR OUR FUTURE
NEBCO, INC.|99CUA02689|06/26/2003|99CAC00642|06/24/2003|100|6630030|SENG FOR MAYOR
NEBCO, INC.|99CUA02689|01/02/2004|99PPC00002|12/30/2003|10000|6640234|NE REPUBLICAN PARTY
NEBCO, INC.|99CUA02689|04/06/2004|99CAC00651|04/05/2004|1000|6770215|NEBRASKANS FOR NABITY
NEBCO, INC.|99CUA02689|10/07/2004|99CAC00030|10/05/2004|1000|6850213|DON BLANK FOR REGENT
NEBCO, INC.|99CUA02689|01/04/2005|99CAC00712|12/30/2004|250|6890166|ROBIN ESCHLIMAN FOR CITY COUNCIL
NEBCO, INC.|99CUA02689|01/31/2005|99PPC00055|02/14/2004|600|6920117|LANCASTER COUNTY DEMOCRATS
TRUE NORTH COMMUNICATIONS, INC|99CUA02690|05/01/2000|99BQC00038|04/07/2000|5000|5930156|BUILD IT OMAHA COMMITTEE
CI LINDQUIST FARMS|99CUA02691|05/04/2000|99CAC00448|04/21/2000|250|5930124|DOUG CUNNINGHAM FOR LEGISLATURE
DAVE'S AUTO BODY, INC|99CUA02692|05/02/2000|99CAC00465|04/13/2000|300|5930129|BARRY LARSON FOR MUD
AFFILIATED HOLDINGS, INC.|99CUA02693|05/01/2000|99BQC00038|04/19/2000|15000|5930117|BUILD IT OMAHA COMMITTEE
