Committee Name|Committee ID|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Type of Contributor|PAC ID|Description Of Services|PAC Name
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|02/03/2003|SERENAD |01/27/2003|01/23/2003|6500181|C|          ||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|08/11/2003|SERENAD |08/05/2003|08/03/2003|6630162|C|          ||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|12/22/2003|SERENAD |12/10/2003|12/10/2003|6640170|C|          ||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|12/22/2003|SERENAD |12/16/2003|12/11/2003|6640190|C|          ||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|01/05/2004|CHERYLD |12/29/2003|12/23/2003|6640228|C|          ||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|03/18/2004|SERENAD |03/08/2004|03/05/2004|6710237|C|          ||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|10/13/2004|CORIEJ  |10/08/2004|10/08/2004|6850182|C|          ||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|11/15/2004|SERENAD |11/09/2004|11/09/2004|6880038|C|          ||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|01/10/2005|CORIEJ  |01/06/2005|01/06/2005|6890153|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|04/12/1999|        |03/04/1997|03/03/1997|4950164|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|04/12/1999|        |06/12/1997|06/10/1997|5100139|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|04/12/1999|        |02/03/1998|02/02/1998|5210039|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|04/12/1999|        |10/02/1998|10/01/1998|5450100|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|04/12/1999|        |10/15/1998|10/13/1998|5470096|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|04/12/1999|        |01/26/1999|01/25/1999|5570193|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|04/12/1999|        |03/04/1999|03/03/1999|5620037|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|06/28/1999|SHELLYS |06/25/1999|06/24/1999|5740040|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|07/19/1999|SHELLYS |07/13/1999|07/12/1999|5740169|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|10/25/1999|SERENAD |10/13/1999|10/12/1999|5760049|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|11/22/1999|KIMH    |11/18/1999|11/17/1999|5760212|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|02/01/2000|KIMH    |01/25/2000|01/24/2000|5790239|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|02/14/2000|KIMH    |02/08/2000|02/07/2000|5810137|C|          ||
BENEFIT GROUP, INC., THE|99CUA00809|02/16/2001|KAREN   |02/02/2001|01/31/2001|6040238|C|          ||
STATE STREET CORPORATION|99CUA00811|04/12/1999|        |01/12/1998|01/09/1998|5160102|C|          ||
TILLEY SPRINKLER SYSTEMS, INC.|99CUA00814|04/12/1999|        |12/23/1998|12/21/1998|5540060|C|          ||
RURAL/METRO MEDICAL SERVICES|99CUA00815|04/12/1999|        |10/05/1998|10/05/1998|5470014|C|          ||
RURAL/METRO MEDICAL SERVICES|99CUA00815|04/12/1999|        |10/08/1998|10/08/1998|5470013|C|          ||
RURAL/METRO MEDICAL SERVICES|99CUA00815|09/11/2000|KAREN   |09/06/2000|09/06/2000|5970178|C|          ||
RURAL/METRO MEDICAL SERVICES|99CUA00815|10/16/2000|KAREN   |10/06/2000|10/06/2000|5980098|C|          ||
RURAL/METRO MEDICAL SERVICES|99CUA00815|12/04/2000|KAREN   |10/30/2000|10/30/2000|6000207|C|          ||
RURAL/METRO MEDICAL SERVICES|99CUA00815|12/04/2000|KAREN   |11/13/2000|11/13/2000|6010125|C|          ||
FUCINARO EXCAVATING CO., INC.|99CUA00816|04/12/1999|        |01/25/1999|01/22/1999|5570200|C|          ||
FUCINARO EXCAVATING CO., INC.|99CUA00816|02/04/2002|TERII   |01/29/2002|01/28/2002|6260241|C|          ||
FUCINARO EXCAVATING CO., INC.|99CUA00816|07/29/2002|TERII   |07/23/2002|07/22/2002|6430018|C|          ||
IUOE LOCAL 571 POLITICAL EDUCATION FUND|99CUA00817|04/12/1999|        |09/13/1996|09/12/1996|4830026|L|          ||
IUOE LOCAL 571 POLITICAL EDUCATION FUND|99CUA00817|04/12/1999|        |09/09/1998|09/08/1998|5440072|L|          ||
UNIVERSAL REVENUE SERVICES, INC.|99CUA00818|04/12/1999|        |09/01/1998|08/31/1998|5440016|C|          ||
PAPILLION KENO, INC.|99CUA00819|04/12/1999|        |05/18/1998|05/16/1998|5380056|C|          ||
MIKE\'S MOVING, INC.|99CUA00821|04/12/1999|        |01/28/1999|01/26/1999|5570205|C|          ||
MIKE\'S MOVING, INC.|99CUA00821|11/15/2004|SERENAD |11/08/2004|11/05/2004|6880052|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|04/12/1999|        |10/30/1997|10/29/1997|5130146|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|04/12/1999|        |01/22/1999|01/21/1999|5570030|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|04/12/1999|        |02/04/1999|02/04/1999|5580125|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|04/12/1999|        |02/10/1999|02/09/1999|5580224|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|04/19/1999|SHELLYS |04/14/1999|04/13/1999|5700095|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|08/02/1999|SHELLYS |07/27/1999|07/26/1999|5740227|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|03/21/2001|KAREN   |02/26/2001|02/23/2001|6060066|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|06/11/2001|PATTIEV |06/08/2001|06/07/2001|6190132|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|11/13/2001|TERII   |11/08/2001|11/07/2001|6220071|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|02/19/2002|TERII   |02/11/2002|02/08/2002|6280176|C|          ||
FROSTY\'S SPECIALTY ADVERTISING, INC.|99CUA00823|03/04/2002|TERII   |02/26/2002|02/25/2002|6300192|C|          ||
ASSOCIATED APPRAISERS INC.|99CUA00827|04/12/1999|        |03/06/1997|03/05/1997|4950162|C|          ||
ASSOCIATED APPRAISERS INC.|99CUA00827|04/12/1999|        |12/23/1998|12/22/1998|5540050|C|          ||
MEGA CORPORATION THE|99CUA00829|04/12/1999|        |09/09/1998|09/08/1998|5440081|C|          ||
MEGA CORPORATION THE|99CUA00829|04/12/1999|        |12/24/1998|12/23/1998|5540059|C|          ||
MEGA CORPORATION THE|99CUA00829|03/22/2000|KIMH    |03/14/2000|03/13/2000|5870047|C|          ||
WORLD GROUP LLC|99CUA00830|04/02/2001|PATTIEV |03/21/2001|03/20/2001|6110007|C|          ||
WORLD GROUP LLC|99CUA00830|09/10/2001|TERII   |09/07/2001|09/06/2001|6210141|C|          ||
MID AMERICA COMPUTER CORPORATION|99CUA00831|04/12/1999|        |03/19/1998|03/18/1998|5280236|C|          ||
MID AMERICA COMPUTER CORPORATION|99CUA00831|04/12/1999|        |09/14/1998|09/16/1998|5440167|C|          ||
MID AMERICA COMPUTER CORPORATION|99CUA00831|04/12/1999|        |10/08/1998|10/07/1998|5460229|C|          ||
MID AMERICA COMPUTER CORPORATION|99CUA00831|04/12/1999|        |11/13/1998|11/12/1998|5520219|C|          ||
MID AMERICA COMPUTER CORPORATION|99CUA00831|06/18/2001|PATTIEV |06/15/2001|06/14/2001|6190239|C|          ||
MID AMERICA COMPUTER CORPORATION|99CUA00831|07/02/2001|TERII   |06/27/2001|06/26/2001|6200109|C|          ||
CONSOLIDATED SIGN SERVICE, INC.|99CUA00832|04/12/1999|        |04/05/1996|04/25/1996|4720096|C|          ||
CONSOLIDATED SIGN SERVICE, INC.|99CUA00832|04/12/1999|        |04/24/1997|04/23/1997|5060152|C|          ||
CONSOLIDATED SIGN SERVICE, INC.|99CUA00832|04/12/1999|        |01/27/1999|01/26/1999|5570197|C|          ||
CONSOLIDATED SIGN SERVICE, INC.|99CUA00832|05/24/1999|SHELLYS |05/18/1999|05/17/1999|5720245|C|          ||
CONSOLIDATED SIGN SERVICE, INC.|99CUA00832|08/30/2004|SERENAD |08/26/2004|08/25/2004|6840008|C|          ||
REALCORP, INC.|99CUA00833|04/12/1999|        |03/06/1998|03/05/1998|5270037|C|          ||
REALCORP, INC.|99CUA00833|04/12/1999|        |08/19/1998|08/18/1998|5430084|C|          ||
REALCORP, INC.|99CUA00833|02/11/2002|TERII   |02/05/2002|02/04/2002|6270229|C|          ||
REALCORP, INC.|99CUA00833|11/12/2002|SERENAD |11/06/2002|11/06/2002|6470097|C|          ||
T.O. HAAS TIRE CO., INC.|99CUA00834|04/12/1999|        |03/04/1999|03/02/1999|5620066|C|          ||
T.O. HAAS TIRE CO., INC.|99CUA00834|05/24/1999|SHELLYS |05/18/1999|05/17/1999|5730013|C|          ||
T.O. HAAS TIRE CO., INC.|99CUA00834|05/29/2001|SERENAD |05/24/2001|05/23/2001|6190004|C|          ||
HERRMANN FUNERAL HOME, INC.|99CUA00835|04/12/1999|        |10/21/1998|10/20/1998|5480099| |          ||
LEE JANSSEN MOTOR CO.|99CUA00836|04/12/1999|        |10/21/1998|10/20/1998|5480104|C|          ||
HINKLEY R. D. & ASSOCIATES, INC.|99CUA00839|04/12/1999|        |03/23/1999|03/22/1999|5660132|C|          ||
CARPENTER TERRY, INC.|99CUA00840|04/12/1999|        |10/15/1998|10/13/1998|5470099|C|          ||
CARPENTER TERRY, INC.|99CUA00840|05/14/2001|SERENAD |05/11/2001|05/10/2001|6180050|C|          ||
CARPENTER TERRY, INC.|99CUA00840|05/21/2001|SERENAD |05/16/2001|05/15/2001|6180200|C|          ||
STEIER MEDICAL SUPPLY, INC.|99CUA00841|04/12/1999|        |01/29/1999|01/28/1999|5570215|C|          ||
CARMICHAEL BUSINESS SYSTEMS, INC.|99CUA00842|04/12/1999|        |01/22/1999|01/21/1999|5570027|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|10/03/2000|SERENAD |07/23/1990|07/23/1990|0      |C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |11/02/1990|11/01/1990|3290043|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |01/15/1993|01/15/1993|3840085|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |06/11/1993|12/21/1995|3990011|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |08/05/1993|08/06/1993|4000070|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |08/07/1996|08/06/1996|4820072|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |01/07/1997|01/06/1997|4910142|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |03/14/1997|03/13/1997|4960242|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |04/28/1997|04/24/1997|5070221|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |11/19/1997|11/18/1997|5140005|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |02/18/1998|02/17/1998|5230236|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |03/27/1998|03/26/1998|5290236|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |04/21/1998|04/20/1998|5340010|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |05/26/1998|05/22/1998|5380133|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |06/23/1998|06/22/1998|5410041|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |07/24/1998|07/23/1998|5420065|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |08/06/1998|08/07/1998|5420213|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |08/08/1998|08/10/1998|5430019|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |08/25/1998|08/24/1998|5430129|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |10/05/1998|10/02/1998|5460209|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |10/21/1998|10/20/1998|5480100|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|04/12/1999|        |02/18/1999|02/17/1999|5590118|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|10/25/1999|SERENAD |10/12/1999|10/09/1999|5760060|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|02/22/2001|KAREN   |02/07/2001|02/06/2001|6050062|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|07/25/2001|TERII   |07/19/2001|07/18/2001|6210002|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|08/20/2001|TERII   |08/17/2001|08/16/2001|6210083|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|10/29/2001|TERII   |10/26/2001|10/25/2001|6220034|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|12/10/2001|TERII   |12/05/2001|12/04/2001|6220154|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|05/20/2002|TERII   |05/13/2002|05/10/2002|6400238|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|10/28/2002|SERENAD |10/24/2002|10/23/2002|6450249|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|11/18/2002|SERENAD |11/13/2002|11/12/2002|6470138|C|          ||
HOME REAL ESTATE, INC. (LINCOLN CORPORATE)|99CUA00844|02/10/2003|SERENAD |02/05/2003|02/04/2003|6510041|C|          ||
GOLDENROD PRINTING, INC.|99CUA00846|01/05/2001|KAREN   |12/26/2000|12/22/2000|6020059|C|          ||
AURORA INSURANCE, INC.|99CUA00847|04/12/1999|        |10/30/1998|10/29/1998|5500175|C|          ||
GUSTAFSON STEVE FARMS, INC.|99CUA00848|04/12/1999|        |12/01/1998|11/30/1998|5530128|C|          ||
FARMERS STATE BANK & TRUST COMPANY, THE|99CUA00849|04/12/1999|        |10/30/1998|10/29/1998|5500198|O|          ||
WILSON FARMS, INC.|99CUA00850|04/12/1999|        |11/02/1998|10/31/1998|5520096|C|          ||
MINATARE FEEDLOT, INC.|99CUA00852|04/12/1999|        |10/08/1998|10/06/1998|5460234| |          ||
MINATARE FEEDLOT, INC.|99CUA00852|06/28/2002|TERII   |06/27/2002|06/25/2002|6420135|C|          ||
PORTAL ENTERPRISE, INC.|99CUA00853|04/12/1999|        |10/26/1998|10/24/1998|5500228|C|          ||
PORTAL ENTERPRISE, INC.|99CUA00853|04/25/2000|KIMH    |04/17/2000|04/14/2000|5920057|C|          ||
RINDER PRINTING COMPANY|99CUA00854|04/12/1999|        |12/07/1998|12/04/1998|5530221|C|          ||
RINDER PRINTING COMPANY|99CUA00854|09/17/2001|TERII   |09/14/2001|09/13/2001|6210165|C|          ||
RINDER PRINTING COMPANY|99CUA00854|04/22/2002|TERII   |04/19/2002|04/18/2002|6380215|C|          ||
ALL AMERICAN MEATS INC.|99CUA00857|04/12/1999|        |05/16/1997|05/15/1997|5090072|C|          ||
ROYAL HOMES, INC.|99CUA00858|04/12/1999|        |01/25/1999|01/22/1999|5570212|C|          ||
ROYAL HOMES, INC.|99CUA00858|11/15/2000|KAREN   |11/02/2000|11/01/2000|6000206|C|          ||
LC DEVELOPMENT CO.|99CUA00860|04/12/1999|        |11/06/1998|11/05/1998|5520038|C|          ||
NP DODGE COMPANY|99CUA00861|04/12/1999|        |05/06/1998|05/05/1998|5360115|C|          ||
NP DODGE COMPANY|99CUA00861|04/12/1999|        |09/25/1998|09/28/1998|5450150|C|          ||
NP DODGE COMPANY|99CUA00861|04/12/1999|        |10/22/1998|10/20/1998|5480129|C|          ||
NP DODGE COMPANY|99CUA00861|02/28/2000|KIMH    |02/23/2000|02/22/2000|5830045|C|          ||
NP DODGE COMPANY|99CUA00861|10/02/2000|KATHYS  |06/23/2000|06/22/2000|5960067|C|          ||
NP DODGE COMPANY|99CUA00861|05/29/2001|SERENAD |05/24/2001|05/22/2001|6190002|C|          ||
NP DODGE COMPANY|99CUA00861|09/10/2001|TERII   |09/05/2001|09/04/2001|6210133|C|          ||
NP DODGE COMPANY|99CUA00861|07/18/2002|TERII   |12/13/2001|12/11/2001|6220189|C|          ||
NP DODGE COMPANY|99CUA00861|07/19/2002|TERII   |07/18/2002|07/17/2002|6420234|C|          ||
NP DODGE COMPANY|99CUA00861|10/28/2002|SERENAD |10/22/2002|10/21/2002|6450240|C|          ||
NP DODGE COMPANY|99CUA00861|01/13/2003|SERENAD |01/06/2003|01/03/2003|6480227|C|          ||
NP DODGE COMPANY|99CUA00861|06/16/2003|SERENAD |06/12/2003|06/11/2003|6620201|C|          ||
NP DODGE COMPANY|99CUA00861|08/30/2004|SERENAD |08/27/2004|08/27/2004|6840016|C|          ||
NP DODGE COMPANY|99CUA00861|08/30/2004|SERENAD |08/27/2004|08/26/2004|6840017|C|          ||
NP DODGE COMPANY|99CUA00861|02/24/2005|SERENAD |01/26/2005|01/25/2005|6910159|C|          ||
MID-PLAINS EYECARE CENTER, INC.|99CUA00863|04/12/1999|        |07/10/1998|07/09/1998|5410186|C|          ||
MID-PLAINS EYECARE CENTER, INC.|99CUA00863|04/12/1999|        |10/16/1998|10/15/1998|5470131|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |04/10/1989|04/10/1989|2870008|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |10/02/1996|10/01/1996|4830203|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |12/02/1996|11/27/1996|4890119|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |04/01/1997|03/31/1997|5040115|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |05/02/1997|05/01/1997|5070246|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |06/06/1997|06/05/1997|5100108|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |08/05/1997|08/04/1997|5120001|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |08/08/1997|08/07/1997|5120002|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |09/10/1997|09/09/1997|5120193|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |09/30/1997|09/29/1997|5130024|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |12/09/1997|12/08/1997|5140104|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |03/03/1998|03/02/1998|5270041|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |04/01/1998|03/31/1998|5310125|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |06/01/1998|05/29/1998|5380227|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |08/03/1998|07/31/1998|5420236|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |09/09/1998|09/08/1998|5440102|C|          ||
CHUCK SIGERSON INSURANCE AGENCY, INC.|99CUA00869|04/12/1999|        |04/02/1999|04/01/1999|5690051|C|          ||
RANDALL SCHOOL OF REAL ESTATE, INC.|99CUA00870|04/12/1999|        |03/28/1994|03/29/1994|4200148|C|          ||
RANDALL SCHOOL OF REAL ESTATE, INC.|99CUA00870|04/12/1999|        |09/03/1997|09/02/1997|5120126|C|          ||
BLAIR TELEPHONE COMPANY|99CUA00872|04/12/1999|        |03/05/1998|03/04/1998|5270003|C|          ||
LAZAR, INC.|99CUA00874|04/12/1999|        |09/25/1998|09/25/1998|5440237|C|          ||
BLAZEK INVESTMENT COMPANY|99CUA00875|04/12/1999|        |05/13/1992|05/13/1992|3720213|C|          ||
SAPP BROS. TRUCK SALES|99CUA00878|04/12/1999|        |10/21/1993|10/22/1993|4010181|C|          ||
SAPP BROS. TRUCK SALES|99CUA00878|04/12/1999|        |09/25/1998|09/25/1998|5440248|C|          ||
SAPP BROS. TRUCK SALES|99CUA00878|04/12/1999|        |10/15/1998|10/13/1998|5470150|C|          ||
SAPP BROS. TRUCK SALES|99CUA00878|02/19/2002|TERII   |02/11/2002|02/08/2002|6280183|C|          ||
SAPP BROS. TRUCK SALES|99CUA00878|04/08/2002|TERII   |04/05/2002|04/03/2002|6370033|C|          ||
SAPP BROS. TRUCK SALES|99CUA00878|08/30/2002|TERII   |08/28/2002|08/27/2002|6430165|C|          ||
SAPP BROS. TRUCK SALES|99CUA00878|11/18/2002|SERENAD |11/12/2002|11/12/2002|6470143|C|          ||
SAPP BROS. TRUCK SALES|99CUA00878|01/13/2003|SERENAD |01/08/2003|01/07/2003|6480238|C|          ||
CARPENTERS #444 COPE|99CUA00879|04/12/1999|        |01/23/1997|01/22/1997|4920107|L|99PAC00017||CARPENTERS #444 COPE (PAC)
CARPENTERS #444 COPE|99CUA00879|04/12/1999|        |09/11/1998|09/10/1998|5440051|L|          ||
CARPENTERS #444 COPE|99CUA00879|04/12/1999|        |01/25/1999|01/23/1999|5570195|L|          ||
CARPENTERS #444 COPE|99CUA00879|04/19/1999|SHELLYS |04/12/1999|04/09/1999|5700091|C|          ||
CARPENTERS #444 COPE|99CUA00879|10/04/1999|SERENAD |09/29/1999|09/28/1999|5760006|C|          ||
CARPENTERS #444 COPE|99CUA00879|12/20/1999|KIMH    |12/14/1999|12/13/1999|5770084|C|          ||
CRITES, SHAFFER, CONNEALY, WATSON & HARFORD|99CUA00880|04/12/1999|        |07/20/1998|07/18/1998|5420061|C|          ||
CRITES, SHAFFER, CONNEALY, WATSON & HARFORD|99CUA00880|04/12/1999|        |10/20/1998|10/19/1998|5480092|C|          ||
CRITES, SHAFFER, CONNEALY, WATSON & HARFORD|99CUA00880|11/12/2002|SERENAD |11/04/2002|10/31/2002|6470070|C|          ||
DIVERSIFIED HEALTH SERVICES OF NEBRASKA, INC.|99CUA00881|04/12/1999|        |11/03/1998|11/02/1998|5510010|C|          ||
FAY AIR INC.|99CUA00882|04/12/1999|        |07/24/1998|07/23/1998|5420064|C|          ||
FAY AIR INC.|99CUA00882|04/12/1999|        |10/10/1998|10/13/1998|5470108|C|          ||
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|04/12/1999|        |06/07/1991|08/30/1993|3500037|C|99PAC00034||MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|04/12/1999|        |07/03/1991|08/30/1993|3500223|C|99PAC00034||MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|04/12/1999|        |08/05/1991|08/30/1993|3510156|C|99PAC00034||MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|04/12/1999|        |09/05/1991|08/30/1993|3520007|C|99PAC00034||MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|04/12/1999|        |10/04/1991|09/02/1993|3520091|C|99PAC00034||MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|04/12/1999|        |11/05/1991|09/02/1993|3520240|C|99PAC00034||MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
WERNER SERVICE AND TRUCKING, INC.|99CUA01094|04/12/1999|        |06/26/1991|06/26/1991|3500197|C|          ||
WERNER SERVICE AND TRUCKING, INC.|99CUA01094|04/12/1999|        |04/22/1994|04/25/1994|4230173|C|          ||
PERRY LUMBER COMPANY, INC.|99CUA01095|04/12/1999|        |09/28/1994|09/29/1994|4320075|C|          ||
GENERAL ELECTRIC COMPANY|99CUA01096|04/12/1999|        |10/07/1994|10/12/1994|4320191|C|          ||
B AND C STEEL CORPORATION|99CUA01097|04/12/1999|        |09/14/1987|09/14/1987|2450145|C|          ||
BIBA W. A. ENGINEERING COMPANY|99CUA01098|04/12/1999|        |10/28/1986|10/28/1986|2220249|C|          ||
BROWN TRANSFER COMPANY|99CUA01099|04/12/1999|        |07/08/1991|07/08/1991|3510012|C|          ||
BROWN TRANSFER COMPANY|99CUA01099|04/12/1999|        |10/27/1992|10/27/1992|3800127|C|          ||
BROWN TRANSFER COMPANY|99CUA01099|04/12/1999|        |10/04/1993|10/05/1993|4010108|C|          ||
BROWN TRANSFER COMPANY|99CUA01099|04/12/1999|        |04/20/1994|04/25/1994|4230151|C|          ||
BUCHFINCK, INCORPORATED|99CUA01100|04/12/1999|        |07/26/1984|07/26/1984|1690079|C|          ||
